Main_Title,Sub_Title,Venue,Fees,Date
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,London - UK,"$ 5,950",12 - 16 Jan 2026
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,London - UK,"$ 5,950",23 - 27 Mar 2026
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,London - UK,"$ 5,950",13 - 17 Apr 2026
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,Dubai - UAE,"$ 5,950",20 - 24 Apr 2026
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,Geneva - Switzerland,"$ 5,950",10 - 14 Aug 2026
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,London - UK,"$ 5,950",17 - 21 Aug 2026
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,Dubai - UAE,"$ 5,950",21 - 25 Sep 2026
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,Paris - France,"$ 5,950",19 - 23 Oct 2026
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,London - UK,"$ 5,950",02 - 06 Nov 2026
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,Geneva - Switzerland,"$ 5,950",14 - 18 Dec 2026
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,Lisbon - Portugal,"$ 5,950",28 Dec - 01 Jan 2027
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,Online,"$ 3,950",03 - 07 Nov 2025
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,Online,"$ 3,950",23 - 27 Mar 2026
Technical Project Management,Developing & Applying Optimum Strategiesin Project Management,Online,"$ 3,950",10 - 14 Aug 2026
Project Management for the Energy Professionals,"Delivering Energy Projects Safely, Efficiently and Responsibly",London - UK,"$ 5,950",06 - 10 Jul 2026
Project Management for the Energy Professionals,"Delivering Energy Projects Safely, Efficiently and Responsibly",Dubai - UAE,"$ 5,950",19 - 23 Oct 2026
Project Management for the Energy Professionals,"Delivering Energy Projects Safely, Efficiently and Responsibly",Online,"$ 3,950",06 - 10 Jul 2026
Project Management for the Energy Professionals,"Delivering Energy Projects Safely, Efficiently and Responsibly",Online,"$ 3,950",19 - 23 Oct 2026
Advanced Project Management,Developing the Ability to Achieve Strategic Change,Dubai - UAE,"$ 5,950",10 - 14 Nov 2025
Advanced Project Management,Developing the Ability to Achieve Strategic Change,Barcelona - Spain,"$ 5,950",08 - 12 Dec 2025
Advanced Project Management,Developing the Ability to Achieve Strategic Change,Dubai - UAE,"$ 5,950",29 Dec - 02 Jan 2026
Advanced Project Management,Developing the Ability to Achieve Strategic Change,London - UK,"$ 5,950",05 - 09 Jan 2026
Advanced Project Management,Developing the Ability to Achieve Strategic Change,Dubai - UAE,"$ 5,950",16 - 20 Feb 2026
Advanced Project Management,Developing the Ability to Achieve Strategic Change,Dubai - UAE,"$ 5,950",18 - 22 May 2026
Advanced Project Management,Developing the Ability to Achieve Strategic Change,New York - USA,"$ 7,950",01 - 05 Jun 2026
Advanced Project Management,Developing the Ability to Achieve Strategic Change,London - UK,"$ 5,950",03 - 07 Aug 2026
Advanced Project Management,Developing the Ability to Achieve Strategic Change,Riyadh - Saudi Arabia,"$ 5,950",14 - 18 Sep 2026
Advanced Project Management,Developing the Ability to Achieve Strategic Change,Paris - France,"$ 5,950",21 - 25 Sep 2026
Advanced Project Management,Developing the Ability to Achieve Strategic Change,London - UK,"$ 5,950",19 - 23 Oct 2026
Advanced Project Management,Developing the Ability to Achieve Strategic Change,Dubai - UAE,"$ 5,950",09 - 13 Nov 2026
Advanced Project Management,Developing the Ability to Achieve Strategic Change,Barcelona - Spain,"$ 5,950",07 - 11 Dec 2026
Advanced Project Management,Developing the Ability to Achieve Strategic Change,Dubai - UAE,"$ 5,950",28 Dec - 01 Jan 2027
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Amsterdam - The Netherlands,"$ 5,950",08 - 12 Dec 2025
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Abu Dhabi - UAE,"$ 5,950",15 - 19 Dec 2025
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,London - UK,"$ 5,950",29 Dec - 02 Jan 2026
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Barcelona - Spain,"$ 5,950",02 - 06 Feb 2026
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Dubai - UAE,"$ 5,950",30 Mar - 03 Apr 2026
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Dubai - UAE,"$ 5,950",06 - 10 Apr 2026
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,London - UK,"$ 5,950",08 - 12 Jun 2026
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Amsterdam - The Netherlands,"$ 5,950",20 - 24 Jul 2026
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Dubai - UAE,"$ 5,950",10 - 14 Aug 2026
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Barcelona - Spain,"$ 5,950",07 - 11 Sep 2026
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Dubai - UAE,"$ 5,950",19 - 23 Oct 2026
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Amsterdam - The Netherlands,"$ 5,950",07 - 11 Dec 2026
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Abu Dhabi - UAE,"$ 5,950",14 - 18 Dec 2026
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,London - UK,"$ 5,950",28 Dec - 01 Jan 2027
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Online,"$ 3,950",29 Dec - 02 Jan 2026
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Online,"$ 3,950",08 - 12 Jun 2026
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Online,"$ 3,950",07 - 11 Sep 2026
Effective Contractor Management in Maintenance & Technical Projects,Best Practices in Managing Contractors,Dubai - UAE,"$ 5,950",01 - 05 Dec 2025
Effective Contractor Management in Maintenance & Technical Projects,Best Practices in Managing Contractors,Pretoria - South Africa,"$ 5,950",08 - 12 Dec 2025
Effective Contractor Management in Maintenance & Technical Projects,Best Practices in Managing Contractors,Amsterdam - The Netherlands,"$ 5,950",30 Mar - 03 Apr 2026
Effective Contractor Management in Maintenance & Technical Projects,Best Practices in Managing Contractors,Amsterdam - The Netherlands,"$ 5,950",22 - 26 Jun 2026
Effective Contractor Management in Maintenance & Technical Projects,Best Practices in Managing Contractors,Dubai - UAE,"$ 5,950",29 Jun - 03 Jul 2026
Effective Contractor Management in Maintenance & Technical Projects,Best Practices in Managing Contractors,Dubai - UAE,"$ 5,950",27 - 31 Jul 2026
Effective Contractor Management in Maintenance & Technical Projects,Best Practices in Managing Contractors,London - UK,"$ 5,950",19 - 23 Oct 2026
Effective Contractor Management in Maintenance & Technical Projects,Best Practices in Managing Contractors,Dubai - UAE,"$ 5,950",30 Nov - 04 Dec 2026
Effective Contractor Management in Maintenance & Technical Projects,Best Practices in Managing Contractors,Pretoria - South Africa,"$ 5,950",07 - 11 Dec 2026
Effective Contractor Management in Maintenance & Technical Projects,Best Practices in Managing Contractors,Online,"$ 3,950",01 - 05 Dec 2025
Effective Contractor Management in Maintenance & Technical Projects,Best Practices in Managing Contractors,Online,"$ 3,950",30 Nov - 04 Dec 2026
"Managing Tenders, Specifications & Contracts",The Procurement Journey,Amman - Jordan,"$ 5,950",17 - 21 Nov 2025
"Managing Tenders, Specifications & Contracts",The Procurement Journey,Dubai - UAE,"$ 5,950",08 - 12 Dec 2025
"Managing Tenders, Specifications & Contracts",The Procurement Journey,Dubai - UAE,"$ 5,950",02 - 06 Feb 2026
"Managing Tenders, Specifications & Contracts",The Procurement Journey,London - UK,"$ 5,950",29 Jun - 03 Jul 2026
"Managing Tenders, Specifications & Contracts",The Procurement Journey,Dubai - UAE,"$ 5,950",03 - 07 Aug 2026
"Managing Tenders, Specifications & Contracts",The Procurement Journey,Milan - Italy,"$ 5,950",19 - 23 Oct 2026
"Managing Tenders, Specifications & Contracts",The Procurement Journey,Dubai - UAE,"$ 5,950",07 - 11 Dec 2026
"Managing Tenders, Specifications & Contracts",The Procurement Journey,Online,"$ 3,950",29 Jun - 03 Jul 2026
"Managing Tenders, Specifications & Contracts",The Procurement Journey,Online,"$ 3,950",19 - 23 Oct 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,London - UK,"$ 5,950",27 - 31 Oct 2025
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Geneva - Switzerland,"$ 5,950",03 - 07 Nov 2025
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,New York - USA,"$ 6,950",24 - 28 Nov 2025
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,London - UK,"$ 5,950",01 - 05 Dec 2025
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Paris - France,"$ 5,950",22 - 26 Dec 2025
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,New York - USA,"$ 7,950",05 - 09 Jan 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,London - UK,"$ 5,950",23 - 27 Mar 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,London - UK,"$ 5,950",18 - 22 May 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,New York - USA,"$ 7,950",15 - 19 Jun 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Barcelona - Spain,"$ 5,950",20 - 24 Jul 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Kigali - Rwanda,"$ 5,950",10 - 14 Aug 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Los Angeles - USA,"$ 7,950",17 - 21 Aug 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Amsterdam - The Netherlands,"$ 5,950",07 - 11 Sep 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Miami - USA,"$ 7,950",05 - 09 Oct 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Riyadh - Saudi Arabia,"$ 5,950",19 - 23 Oct 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,London - UK,"$ 5,950",26 - 30 Oct 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Geneva - Switzerland,"$ 5,950",02 - 06 Nov 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,New York - USA,"$ 7,950",23 - 27 Nov 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,London - UK,"$ 5,950",30 Nov - 04 Dec 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Paris - France,"$ 5,950",21 - 25 Dec 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Online,"$ 3,950",01 - 05 Dec 2025
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Online,"$ 3,950",18 - 22 May 2026
Mastering Project Management,Developing Essential Skills for Successful Project Delivery,Online,"$ 3,950",30 Nov - 04 Dec 2026
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,London - UK,"$ 5,950",24 - 28 Nov 2025
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,Rome - Italy,"$ 5,950",01 - 05 Dec 2025
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,Dubai - UAE,"$ 5,950",15 - 19 Dec 2025
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,London - UK,"$ 5,950",29 Dec - 02 Jan 2026
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,Barcelona - Spain,"$ 5,950",26 - 30 Jan 2026
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,Dubai - UAE,"$ 5,950",09 - 13 Feb 2026
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,Dubai - UAE,"$ 5,950",20 - 24 Jul 2026
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,Dubai - UAE,"$ 5,950",28 Sep - 02 Oct 2026
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,Istanbul - Turkey,"$ 5,950",19 - 23 Oct 2026
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,London - UK,"$ 5,950",23 - 27 Nov 2026
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,Rome - Italy,"$ 5,950",30 Nov - 04 Dec 2026
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,Dubai - UAE,"$ 5,950",14 - 18 Dec 2026
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,London - UK,"$ 5,950",28 Dec - 01 Jan 2027
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,Online,"$ 3,950",17 - 21 Nov 2025
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,Online,"$ 3,950",09 - 13 Feb 2026
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,Online,"$ 3,950",20 - 24 Jul 2026
Project Appraisal: Financial and Economic Factors,"Source of Funding, Valuation Methods, Financial Viability and Risks",Vienna - Austria,"$ 5,950",15 - 19 Dec 2025
Project Appraisal: Financial and Economic Factors,"Source of Funding, Valuation Methods, Financial Viability and Risks",London - UK,"$ 5,950",12 - 16 Jan 2026
Project Appraisal: Financial and Economic Factors,"Source of Funding, Valuation Methods, Financial Viability and Risks",Dubai - UAE,"$ 5,950",23 - 27 Mar 2026
Project Appraisal: Financial and Economic Factors,"Source of Funding, Valuation Methods, Financial Viability and Risks",Berlin - Germany,"$ 5,950",23 - 27 Mar 2026
Project Appraisal: Financial and Economic Factors,"Source of Funding, Valuation Methods, Financial Viability and Risks",Dubai - UAE,"$ 5,950",15 - 19 Jun 2026
Project Appraisal: Financial and Economic Factors,"Source of Funding, Valuation Methods, Financial Viability and Risks",London - UK,"$ 5,950",14 - 18 Sep 2026
Project Appraisal: Financial and Economic Factors,"Source of Funding, Valuation Methods, Financial Viability and Risks",New York - USA,"$ 7,950",19 - 23 Oct 2026
Project Appraisal: Financial and Economic Factors,"Source of Funding, Valuation Methods, Financial Viability and Risks",Vienna - Austria,"$ 5,950",14 - 18 Dec 2026
Project Appraisal: Financial and Economic Factors,"Source of Funding, Valuation Methods, Financial Viability and Risks",Online,"$ 3,950",17 - 21 Nov 2025
Project Appraisal: Financial and Economic Factors,"Source of Funding, Valuation Methods, Financial Viability and Risks",Online,"$ 3,950",06 - 10 Apr 2026
Project Appraisal: Financial and Economic Factors,"Source of Funding, Valuation Methods, Financial Viability and Risks",Online,"$ 3,950",09 - 13 Nov 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Abu Dhabi - UAE,"$ 5,950",17 - 21 Nov 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",24 - 28 Nov 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Pretoria - South Africa,"$ 5,950",08 - 12 Dec 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,New York - USA,"$ 6,950",15 - 19 Dec 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",05 - 09 Jan 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",13 - 17 Apr 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Dubai - UAE,"$ 5,950",25 - 29 May 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",20 - 24 Jul 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,New York - USA,"$ 7,950",24 - 28 Aug 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Dubai - UAE,"$ 5,950",24 - 28 Aug 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Houston - USA,"$ 7,950",05 - 09 Oct 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",19 - 23 Oct 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Abu Dhabi - UAE,"$ 5,950",16 - 20 Nov 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",23 - 27 Nov 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Pretoria - South Africa,"$ 5,950",07 - 11 Dec 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,New York - USA,"$ 7,950",14 - 18 Dec 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Online,"$ 3,950",24 - 28 Nov 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Online,"$ 3,950",25 - 29 May 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Online,"$ 3,950",23 - 27 Nov 2026
"Managing Tenders, Specifications & Contracts",The Procurement Journey,Amman - Jordan,"$ 5,950",17 - 21 Nov 2025
"Managing Tenders, Specifications & Contracts",The Procurement Journey,Dubai - UAE,"$ 5,950",08 - 12 Dec 2025
"Managing Tenders, Specifications & Contracts",The Procurement Journey,Dubai - UAE,"$ 5,950",02 - 06 Feb 2026
"Managing Tenders, Specifications & Contracts",The Procurement Journey,London - UK,"$ 5,950",29 Jun - 03 Jul 2026
"Managing Tenders, Specifications & Contracts",The Procurement Journey,Dubai - UAE,"$ 5,950",03 - 07 Aug 2026
"Managing Tenders, Specifications & Contracts",The Procurement Journey,Milan - Italy,"$ 5,950",19 - 23 Oct 2026
"Managing Tenders, Specifications & Contracts",The Procurement Journey,Dubai - UAE,"$ 5,950",07 - 11 Dec 2026
"Managing Tenders, Specifications & Contracts",The Procurement Journey,Online,"$ 3,950",29 Jun - 03 Jul 2026
"Managing Tenders, Specifications & Contracts",The Procurement Journey,Online,"$ 3,950",19 - 23 Oct 2026
"Planning, Organising & Controlling Projects",Tools and Techniques for Improving Project Performance,Barcelona - Spain,"$ 5,950",03 - 07 Nov 2025
"Planning, Organising & Controlling Projects",Tools and Techniques for Improving Project Performance,Riyadh - Saudi Arabia,"$ 5,950",09 - 13 Nov 2025
"Planning, Organising & Controlling Projects",Tools and Techniques for Improving Project Performance,London - UK,"$ 5,950",08 - 12 Dec 2025
"Planning, Organising & Controlling Projects",Tools and Techniques for Improving Project Performance,London - UK,"$ 5,950",29 Dec - 02 Jan 2026
"Planning, Organising & Controlling Projects",Tools and Techniques for Improving Project Performance,London - UK,"$ 5,950",12 - 16 Jan 2026
"Planning, Organising & Controlling Projects",Tools and Techniques for Improving Project Performance,Paris - France,"$ 5,950",23 - 27 Mar 2026
"Planning, Organising & Controlling Projects",Tools and Techniques for Improving Project Performance,Paris - France,"$ 5,950",23 - 27 Mar 2026
"Planning, Organising & Controlling Projects",Tools and Techniques for Improving Project Performance,Dubai - UAE,"$ 5,950",11 - 15 May 2026
"Planning, Organising & Controlling Projects",Tools and Techniques for Improving Project Performance,London - UK,"$ 5,950",22 - 26 Jun 2026
"Planning, Organising & Controlling Projects",Tools and Techniques for Improving Project Performance,Amsterdam - The Netherlands,"$ 5,950",17 - 21 Aug 2026
"Planning, Organising & Controlling Projects",Tools and Techniques for Improving Project Performance,London - UK,"$ 5,950",19 - 23 Oct 2026
"Planning, Organising & Controlling Projects",Tools and Techniques for Improving Project Performance,Barcelona - Spain,"$ 5,950",02 - 06 Nov 2026
"Planning, Organising & Controlling Projects",Tools and Techniques for Improving Project Performance,Riyadh - Saudi Arabia,"$ 5,950",09 - 13 Nov 2026
"Planning, Organising & Controlling Projects",Tools and Techniques for Improving Project Performance,London - UK,"$ 5,950",28 Dec - 01 Jan 2027
"Planning, Organising & Controlling Projects",Tools and Techniques for Improving Project Performance,Online,"$ 3,950",29 Dec - 02 Jan 2026
"Planning, Organising & Controlling Projects",Tools and Techniques for Improving Project Performance,Online,"$ 3,950",28 Dec - 01 Jan 2027
Project Financial & Risk Appraisal,Modern Tools and Techniques to Identify and Deliver Real Project Value,Vienna - Austria,"$ 11,900",15 - 26 Dec 2025
Project Financial & Risk Appraisal,Modern Tools and Techniques to Identify and Deliver Real Project Value,Dubai - UAE,"$ 11,900",23 Mar - 03 Apr 2026
Project Financial & Risk Appraisal,Modern Tools and Techniques to Identify and Deliver Real Project Value,Dubai - UAE,"$ 11,900",15 - 26 Jun 2026
Project Financial & Risk Appraisal,Modern Tools and Techniques to Identify and Deliver Real Project Value,London - UK,"$ 11,900",14 - 25 Sep 2026
Project Financial & Risk Appraisal,Modern Tools and Techniques to Identify and Deliver Real Project Value,New York - USA,"$ 15,900",19 - 30 Oct 2026
Project Financial & Risk Appraisal,Modern Tools and Techniques to Identify and Deliver Real Project Value,Vienna - Austria,"$ 11,900",14 - 25 Dec 2026
Advanced Project Management Programme,N/A,London - UK,"$ 11,900",19 - 30 Oct 2026
Total Project Management,"Project Planning, Monitoring & Evaluation",London - UK,"$ 11,900",03 - 14 Nov 2025
Total Project Management,"Project Planning, Monitoring & Evaluation",Geneva - Switzerland,"$ 11,900",15 - 26 Dec 2025
Total Project Management,"Project Planning, Monitoring & Evaluation",London - UK,"$ 11,900",12 - 23 Jan 2026
Total Project Management,"Project Planning, Monitoring & Evaluation",London - UK,"$ 11,900",02 - 13 Mar 2026
Total Project Management,"Project Planning, Monitoring & Evaluation",London - UK,"$ 11,900",13 - 24 Apr 2026
Total Project Management,"Project Planning, Monitoring & Evaluation",Geneva - Switzerland,"$ 11,900",10 - 21 Aug 2026
Total Project Management,"Project Planning, Monitoring & Evaluation",London - UK,"$ 11,900",17 - 28 Aug 2026
Total Project Management,"Project Planning, Monitoring & Evaluation",Dubai - UAE,"$ 11,900",21 Sep - 02 Oct 2026
Total Project Management,"Project Planning, Monitoring & Evaluation",Paris - France,"$ 11,900",19 - 30 Oct 2026
Total Project Management,"Project Planning, Monitoring & Evaluation",London - UK,"$ 11,900",02 - 13 Nov 2026
Total Project Management,"Project Planning, Monitoring & Evaluation",Geneva - Switzerland,"$ 11,900",14 - 25 Dec 2026
Project Risk Management Workshop for Project Professionals,Applying Proven Risk Management Techniques to Real Project Risks,Abuja - Nigeria,"$ 3,900",27 - 29 Oct 2025
Project Risk Management Workshop for Project Professionals,Applying Proven Risk Management Techniques to Real Project Risks,Abuja - Nigeria,"$ 3,950",22 - 24 Jun 2026
Project Risk Management Workshop for Project Professionals,Applying Proven Risk Management Techniques to Real Project Risks,Abuja - Nigeria,"$ 3,950",26 - 28 Oct 2026
"Project Control, Risk and Governance",N/A,Dubai - UAE,"$ 5,950",27 - 31 Oct 2025
"Project Control, Risk and Governance",N/A,London - UK,"$ 5,950",29 Dec - 02 Jan 2026
"Project Control, Risk and Governance",N/A,Dubai - UAE,"$ 5,950",08 - 12 Jun 2026
"Project Control, Risk and Governance",N/A,Istanbul - Turkey,"$ 5,950",10 - 14 Aug 2026
"Project Control, Risk and Governance",N/A,Dubai - UAE,"$ 5,950",26 - 30 Oct 2026
"Project Control, Risk and Governance",N/A,London - UK,"$ 5,950",28 Dec - 01 Jan 2027
"Project Control, Risk and Governance",N/A,Online,"$ 3,950",27 - 31 Oct 2025
"Project Control, Risk and Governance",N/A,Online,"$ 3,950",08 - 12 Jun 2026
"Project Control, Risk and Governance",N/A,Online,"$ 3,950",26 - 30 Oct 2026
Financing of Energy Projects,Essentials of Sustainable Energy Finance,Dubai - UAE,"$ 5,950",27 - 31 Oct 2025
Financing of Energy Projects,Essentials of Sustainable Energy Finance,Dubai - UAE,"$ 5,950",20 - 24 Apr 2026
Financing of Energy Projects,Essentials of Sustainable Energy Finance,Dubai - UAE,"$ 5,950",26 - 30 Oct 2026
Best Practices for Construction Project Scheduling,How to avoid chaos and complete your projects on time,London - UK,"$ 5,950",27 - 31 Oct 2025
Best Practices for Construction Project Scheduling,How to avoid chaos and complete your projects on time,London - UK,"$ 5,950",26 - 30 Oct 2026
Cost Analysis of Plug and Abandonment Operations,"Cost Estimation Good Practices for Liability Provisioning, Project Planning and Effective Cost Control of Well Abandonment",Dubai - UAE,"$ 5,950",27 - 31 Oct 2025
Cost Analysis of Plug and Abandonment Operations,"Cost Estimation Good Practices for Liability Provisioning, Project Planning and Effective Cost Control of Well Abandonment",Dubai - UAE,"$ 5,950",15 - 19 Jun 2026
Cost Analysis of Plug and Abandonment Operations,"Cost Estimation Good Practices for Liability Provisioning, Project Planning and Effective Cost Control of Well Abandonment",Dubai - UAE,"$ 5,950",26 - 30 Oct 2026
Effective Project Contracting,Project Management for Contract Professionals,Dubai - UAE,"$ 5,950",27 - 31 Oct 2025
Effective Project Contracting,Project Management for Contract Professionals,Vienna - Austria,"$ 5,950",01 - 05 Dec 2025
Effective Project Contracting,Project Management for Contract Professionals,Dubai - UAE,"$ 5,950",08 - 12 Jun 2026
Effective Project Contracting,Project Management for Contract Professionals,Kuala Lumpur - Malaysia,"$ 5,950",17 - 21 Aug 2026
Effective Project Contracting,Project Management for Contract Professionals,Dubai - UAE,"$ 5,950",26 - 30 Oct 2026
Effective Project Contracting,Project Management for Contract Professionals,Vienna - Austria,"$ 5,950",30 Nov - 04 Dec 2026
Effective Project Contracting,Project Management for Contract Professionals,Online,"$ 3,950",27 - 31 Oct 2025
Effective Project Contracting,Project Management for Contract Professionals,Online,"$ 3,950",26 - 30 Oct 2026
Strategic Planning and Project Management Reviews,Business Strategic Planning and Implementation,Barcelona - Spain,"$ 5,950",27 - 31 Oct 2025
Strategic Planning and Project Management Reviews,Business Strategic Planning and Implementation,Dubai - UAE,"$ 5,950",17 - 21 Nov 2025
Strategic Planning and Project Management Reviews,Business Strategic Planning and Implementation,London - UK,"$ 5,950",29 Dec - 02 Jan 2026
Strategic Planning and Project Management Reviews,Business Strategic Planning and Implementation,London - UK,"$ 5,950",11 - 15 May 2026
Strategic Planning and Project Management Reviews,Business Strategic Planning and Implementation,Dubai - UAE,"$ 5,950",06 - 10 Jul 2026
Strategic Planning and Project Management Reviews,Business Strategic Planning and Implementation,Amsterdam - The Netherlands,"$ 5,950",17 - 21 Aug 2026
Strategic Planning and Project Management Reviews,Business Strategic Planning and Implementation,Istanbul - Turkey,"$ 5,950",21 - 25 Sep 2026
Strategic Planning and Project Management Reviews,Business Strategic Planning and Implementation,Barcelona - Spain,"$ 5,950",26 - 30 Oct 2026
Strategic Planning and Project Management Reviews,Business Strategic Planning and Implementation,Dubai - UAE,"$ 5,950",16 - 20 Nov 2026
Strategic Planning and Project Management Reviews,Business Strategic Planning and Implementation,London - UK,"$ 5,950",28 Dec - 01 Jan 2027
Strategic Planning and Project Management Reviews,Business Strategic Planning and Implementation,Online,"$ 3,950",27 - 31 Oct 2025
Strategic Planning and Project Management Reviews,Business Strategic Planning and Implementation,Online,"$ 3,950",11 - 15 May 2026
Strategic Planning and Project Management Reviews,Business Strategic Planning and Implementation,Online,"$ 3,950",26 - 30 Oct 2026
"Project Leadership, Management and Communications",Developing Key Leadership Skills to Deliver Better Projects,Barcelona - Spain,"$ 5,950",27 - 31 Oct 2025
