Main_Title,Sub_Title,Venue,Fees,Date,Links
Data Science for Operational Excellence,Leveraging Data-Driven Insights to Optimize Business Performance,Dubai,"$5,950",06 - 10 Apr 2026,https://glomacs.com/training-course/data-science-for-operational-excellence
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Online,"$3,950",06 - 10 Apr 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-governance-risk-compliance
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Online,"$3,950",06 - 10 Apr 2026,https://glomacs.com/training-course/governance-risk-compliance
Compliance Regulatory Professionals,Perform Better by Protecting the Firm from Compliance Risk,London,"$5,950",06 - 10 Apr 2026,https://glomacs.com/training-course/compliance-regulatory-professionals
Achieving Operational Excellence Through People,"Delivering Superior Values to Customers, Employees and Stakeholders",London,"$5,950",13 - 17 Apr 2026,https://glomacs.com/training-course/achieving-operational-excellence-through-people
Achieving Business Process Change,Transforming & Adapting Work Processes for Optimal Performance,Riyadh,"$5,950",13 - 17 Apr 2026,https://glomacs.com/training-course/achieving-business-process-change
Masterclass on Emerging Technologies in Procurement and Supply Chain,Navigating Digital Disruption,London,"$5,950",13 - 17 Apr 2026,https://glomacs.com/training-course/masterclass-on-emerging-technologies-in-procurement-and-supply
Strategic Quality Management: A Roadmap to Organizational Brilliance,Putting Quality at the Centre of Your Organizations Strategy,Dhahran,"$5,950",13 - 17 Apr 2026,https://glomacs.com/training-course/strategic-quality-management-a-roadmap-to-organizational-brilliance
The Fundamentals of ISO 22320:2018,"Guidelines for Incident Management, Societal Security and Emergency Management",Dubai,"$5,950",13 - 17 Apr 2026,https://glomacs.com/training-course/the-fundamentals-of-iso-22320-2018
"Fraud Detection, Tracing and Forensic Examination in the Oil and Gas Industry",Helping you Identify and Reduce Fraud in the Workplace,Online,"$3,950",20 - 24 Apr 2026,https://glomacs.com/training-course/fraud-detection-tracing-and-forensic-examination-in-the-oil-and-gas-industry
Lean Six Sigma Master Black Belt Certification Training,Advanced Leadership in Process Improvement and Strategic Quality Management,Dubai,"$5,950",20 - 24 Apr 2026,https://glomacs.com/training-course/lean-six-sigma-master-black-belt-certification-training
Professional Certificate in Operational Excellence,"Implement Lean Organization Principles, Methodologies to Achieve Key Operational Excellence Goals",Abu Dhabi,"$5,950",20 - 24 Apr 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-operational-excellence
Operational Excellence,"Implement Lean Organization Principles, Methodologies to Achieve Key Operational Excellence Goals",Abu Dhabi,"$5,950",20 - 24 Apr 2026,https://glomacs.com/training-course/operational-excellence-managing-performance
Measuring and Managing Customer Satisfaction,ISO 9001 and Beyond,Dubai,"$5,950",20 - 24 Apr 2026,https://glomacs.com/training-course/measuring-and-managing-customer-satisfaction
"Fraud Detection, Tracing and Forensic Examination in the Oil and Gas Industry",Helping you Identify and Reduce Fraud in the Workplace,London,"$5,950",20 - 24 Apr 2026,https://glomacs.com/training-course/fraud-detection-tracing-and-forensic-examination-in-the-oil-and-gas-industry
Opportunity Auditing,Delivering Measurable Benefits,Dubai,"$5,950",20 - 24 Apr 2026,https://glomacs.com/training-course/opportunity-auditing
Business Process Analysis and Modelling,"Building Fast, Efficient and Effective Processes",Dubai,"$5,950",20 - 24 Apr 2026,https://glomacs.com/training-course/business-process-analysis-modelling
Managing Training & ROI through ISO 29993:2017 Workshop,Providing Sustainable Organisational Development,Online,"$2,950",27 - 29 Apr 2026,https://glomacs.com/training-course/managing-training-roi-through-iso-299932017-workshop
Managing Training & ROI through ISO 29993:2017 Workshop,Providing Sustainable Organisational Development,Dubai,"$3,950",27 - 29 Apr 2026,https://glomacs.com/training-course/managing-training-roi-through-iso-299932017-workshop
Management Systems Auditor Training,"Quality, Environmental and Health & Safety Auditing",Dubai,"$5,950",27 Apr - 01 May 2026,https://glomacs.com/training-course/management-systems-auditor-trainingbr-quality-environmental-and-health-and-safety-auditing
Business System Analysis,"Discovering, Analysing, Modelling & Specifying User Requirements",Dubai,"$5,950",27 Apr - 01 May 2026,https://glomacs.com/training-course/business-system-analysis
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Riyadh,"$5,950",04 - 08 May 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-governance-risk-compliance
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Riyadh,"$5,950",04 - 08 May 2026,https://glomacs.com/training-course/governance-risk-compliance
Auditing Corporate Governance,Assessing How Your Business is Directed and Controlled,London,"$5,950",04 - 08 May 2026,https://glomacs.com/training-course/auditing-corporate-governance
Business Improvement & Quality Techniques,Implementing Recognized Best Practices that Give Maximum Impact on Business Objectives,London,"$5,950",04 - 08 May 2026,https://glomacs.com/training-course/business-improvement-and-quality-techniques
Quality Assurance and Control,Improving Quality and Performance Excellence,London,"$5,950",04 - 08 May 2026,https://glomacs.com/training-course/quality-assurance-control
Operational Process Design and Improvement,"Optimising Business Processes for Agility, Efficiency, and Sustainable Performance",Dubai,"$5,950",04 - 08 May 2026,https://glomacs.com/training-course/operational-process-design-and-improvement
Lean Six Sigma Black Belt Certification Training,Enhancing Business Value by Minimizing Variability and Reducing Waste,Dubai,"$5,950",11 - 15 May 2026,https://glomacs.com/training-course/lean-six-sigma-black-belt
Operational Excellence for Leaders,Guiding Breakthrough Strategies for Enhanced Competitive Advantage,London,"$5,950",11 - 15 May 2026,https://glomacs.com/training-course/operational-excellence-for-leaders
Governance Arms of Risk Management,"Internal Audit, Compliance and Anti-Money Laundering & Combating Terrorism Finance",Dubai,"$5,950",11 - 15 May 2026,https://glomacs.com/training-course/governance-arms-of-risk-management-internal-audit-compliance-and-anti-money
Mastering Workflow,"Collect, Process, Organise, Review & Perform",Dubai,"$5,950",18 - 22 May 2026,https://glomacs.com/training-course/mastering-workflow
Achieving Business Process Change,Transforming & Adapting Work Processes for Optimal Performance,Amsterdam,"$5,950",18 - 22 May 2026,https://glomacs.com/training-course/achieving-business-process-change
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,Dubai,"$5,950",18 - 22 May 2026,https://glomacs.com/training-course/auditing-oil-gas-industry-quality-management-systems
Mini MBA: Business Essentials,"Lead, Engage and Sustain your Organisation",Nice,"$5,950",18 - 22 May 2026,https://glomacs.com/training-course/mini-mba-business-essentials
ISO 50001: Energy Management Systems,Meeting International Standards in Energy Management,Dubai,"$5,950",18 - 22 May 2026,https://glomacs.com/training-course/iso-50001-energy-management-systems-meeting-international-standards-in-energy-management
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,Online,"$3,950",18 - 22 May 2026,https://glomacs.com/training-course/auditing-oil-gas-industry-quality-management-systems
Total Quality Management TQM,Understanding the Core Principles and Philosophy of TQM,Jubail,"$5,950",18 - 22 May 2026,https://glomacs.com/training-course/total-quality-management-tqm
Essentials of Quality Assurance,Techniques and Standards to Develop a Quality Philosophy,Online,"$3,950",25 - 29 May 2026,https://glomacs.com/training-course/essentials-of-quality-assurance
Essentials of Quality Assurance,Techniques and Standards to Develop a Quality Philosophy,Dubai,"$5,950",25 - 29 May 2026,https://glomacs.com/training-course/essentials-of-quality-assurance
Quality Assurance and Management System,"Concepts for Quality Management, Implementation & Audit",Dubai,"$11,900",25 May - 05 Jun 2026,https://glomacs.com/training-course/quality-assurance-and-management-system
Quality Assurance and Management System,"Concepts for Quality Management, Implementation & Audit",Online,"$7,900",25 May - 05 Jun 2026,https://glomacs.com/training-course/quality-assurance-and-management-system
Data Analysis for Internal Auditing,Boosting Audit Efficiency Through Data Analysis,London,"$5,950",01 - 05 Jun 2026,https://glomacs.com/training-course/data-analysis-for-internal-auditing
"Fraud Detection, Tracing and Forensic Examination in the Oil and Gas Industry",Helping you Identify and Reduce Fraud in the Workplace,Abu Dhabi,"$5,950",01 - 05 Jun 2026,https://glomacs.com/training-course/fraud-detection-tracing-and-forensic-examination-in-the-oil-and-gas-industry
Quality Assurance in Practice,Implementation of ISO 9001 and Assessment,Dubai,"$5,950",01 - 05 Jun 2026,https://glomacs.com/training-course/quality-assurance-in-practice
Model Definition and Business Structuring,Understanding and Designing the Right Business Model and Structure,London,"$5,950",01 - 05 Jun 2026,https://glomacs.com/training-course/model-definition-and-business-structuring
Professional Certificate in Operational Excellence,"Implement Lean Organization Principles, Methodologies to Achieve Key Operational Excellence Goals",London,"$5,950",01 - 05 Jun 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-operational-excellence
Quality Assurance in Practice,Implementation of ISO 9001 and Assessment,Online,"$3,950",01 - 05 Jun 2026,https://glomacs.com/training-course/quality-assurance-in-practice
Business Process Management (BPM) Methodologies and Tools,Enhancing Organisational Agility and Efficiency through Process-Oriented Management,London,"$5,950",01 - 05 Jun 2026,https://glomacs.com/training-course/business-process-management-bpm-methodologies-and-tools
Lean Thinking,The Philosophy of Increasing Efficiency and Improving Customer Value,Dubai,"$5,950",01 - 05 Jun 2026,https://glomacs.com/training-course/lean-thinking
Analytical and Auditing Skills,Using Data as a Basis for Action,Dubai,"$5,950",01 - 05 Jun 2026,https://glomacs.com/training-course/analytical-and-auditing-skills
Operational Excellence,"Implement Lean Organization Principles, Methodologies to Achieve Key Operational Excellence Goals",London,"$5,950",01 - 05 Jun 2026,https://glomacs.com/training-course/operational-excellence-managing-performance
Professional Certificate in Compliance Regulations,Perform Better by Protecting the Firm from Compliance Risk,Online,"$3,950",08 - 12 Jun 2026,https://glomacs.com/training-course/professional-certificate-in-compliance-regulations
Simplification of Work Processes and Procedures,"Methodologies, Implementation & Monitoring",Dubai,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/simplification-of-work-processes-and-procedures
Compliance Regulatory Professionals,Perform Better by Protecting the Firm from Compliance Risk,Dubai,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/compliance-regulatory-professionals
Professional Business Analysis Level 1,Entry Certificate in Business Analysis™ (ECBA™) Examination Preparatory Course,Dubai,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/professional-business-analysis-level-1
Operational Excellence,"Implement Lean Organization Principles, Methodologies to Achieve Key Operational Excellence Goals",Doha,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/operational-excellence-managing-performance
Operational Excellence in Crisis Management and Contingency Planning,Strategies for Resilient Operations: Crisis Management and Contingency Planning,London,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/operational-excellence-in-crisis-management-and-contingency-planning
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Dubai,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-governance-risk-compliance
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Dubai,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/governance-risk-compliance
Compliance Regulatory Professionals,Perform Better by Protecting the Firm from Compliance Risk,Online,"$3,950",08 - 12 Jun 2026,https://glomacs.com/training-course/compliance-regulatory-professionals
Professional Business Analysis Level 1,Entry Certificate in Business Analysis™ (ECBA™) Examination Preparatory Course,Online,"$3,950",08 - 12 Jun 2026,https://glomacs.com/training-course/professional-business-analysis-level-1
Structured Problem Solving Using Lean Sigma,,Dubai,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/structured-problem-solving-using-lean-sigma
Professional Certificate in Compliance Regulations,Perform Better by Protecting the Firm from Compliance Risk,Dubai,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/professional-certificate-in-compliance-regulations
Professional Certificate in Operational Excellence,"Implement Lean Organization Principles, Methodologies to Achieve Key Operational Excellence Goals",Doha,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-operational-excellence
Business System Analysis,"Discovering, Analysing, Modelling & Specifying User Requirements",Dubai,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/business-system-analysis
"Cybersecurity, Information Governance, Legal Risk Management and Compliance with ISO Records Management Controls",,London,"$5,950",08 - 12 Jun 2026,https://glomacs.com/training-course/cybersecurity-information-governance-legal-risk-management-and-compliance-with-iso-records-management-controls
ISO/IEC 27031:2011 - Lead Implementer,Implementing Continuity of Business to Reduce Risk and Recover from ICT Event Disruptions,Dubai,"$5,950",15 - 19 Jun 2026,https://glomacs.com/training-course/isoiec-270312011-lead-implementer-2
Business Process Redesign and Re-Engineering,A Systematic Approach to Improve Organizational Performance,Dubai,"$5,950",15 - 19 Jun 2026,https://glomacs.com/training-course/business-process-redesign-and-re-engineering
Simplification of Work Processes and Procedures,"Methodologies, Implementation & Monitoring",Vienna,"$5,950",15 - 19 Jun 2026,https://glomacs.com/training-course/simplification-of-work-processes-and-procedures
Sustainable Investment,Assessments and Performance of Sustainable Investments,London,"$5,950",15 - 19 Jun 2026,https://glomacs.com/training-course/sustainable-investment
Leading Business Strategy Through Operational Excellence,Aligning Strategies and Operations to Enhance Corporate Values,Dubai,"$11,900",15 - 26 Jun 2026,https://glomacs.com/training-course/leading-business-strategy-through-operational-excellence
Professional Certificate in Operational Excellence,"Implement Lean Organization Principles, Methodologies to Achieve Key Operational Excellence Goals",Dubai,"$5,950",22 - 26 Jun 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-operational-excellence
Professional Certificate in Operational Excellence,"Implement Lean Organization Principles, Methodologies to Achieve Key Operational Excellence Goals",Online,"$3,950",22 - 26 Jun 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-operational-excellence
Operational Excellence,"Implement Lean Organization Principles, Methodologies to Achieve Key Operational Excellence Goals",Dubai,"$5,950",22 - 26 Jun 2026,https://glomacs.com/training-course/operational-excellence-managing-performance
Construction Quality Control on Site,A Practical Approach to Solve Construction Problems,Dubai,"$5,950",22 - 26 Jun 2026,https://glomacs.com/training-course/construction-quality-control-on-site
Design Thinking for Strategic Management,Overcoming Organizational Challenges through Innovative Solutions,Dubai,"$5,950",22 - 26 Jun 2026,https://glomacs.com/training-course/design-thinking-for-strategic-management
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,AlUla,"$5,950",22 - 26 Jun 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-governance-risk-compliance
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,AlUla,"$5,950",22 - 26 Jun 2026,https://glomacs.com/training-course/governance-risk-compliance
Governance Arms of Risk Management,"Internal Audit, Compliance and Anti-Money Laundering & Combating Terrorism Finance",Amsterdam,"$5,950",22 - 26 Jun 2026,https://glomacs.com/training-course/governance-arms-of-risk-management-internal-audit-compliance-and-anti-money
Operational Excellence,"Implement Lean Organization Principles, Methodologies to Achieve Key Operational Excellence Goals",Online,"$3,950",22 - 26 Jun 2026,https://glomacs.com/training-course/operational-excellence-managing-performance
Construction Quality Control on Site,A Practical Approach to Solve Construction Problems,Online,"$3,950",22 - 26 Jun 2026,https://glomacs.com/training-course/construction-quality-control-on-site
Governance Arms of Risk Management,"Internal Audit, Compliance and Anti-Money Laundering & Combating Terrorism Finance",Online,"$3,950",22 - 26 Jun 2026,https://glomacs.com/training-course/governance-arms-of-risk-management-internal-audit-compliance-and-anti-money
Integrated Quality Management Systems (QMS) and Implementing Hazardous Waste Concepts,"Effective Implementation of ISO 9001,14001 and 45001 Standards incorporating Waste Management Principles",Dubai,"$11,900",22 Jun - 03 Jul 2026,https://glomacs.com/training-course/integrated-quality-management-systems-qms-and-implementing-hazardous-waste-concepts
Business Development: A Toolkit for Organisational Success,"Master Business DevelopmentThrough Knowledge, Skill, and Discipline",Dubai,"$5,950",29 Jun - 03 Jul 2026,https://glomacs.com/training-course/business-developmenta-toolkit-for-organisational-success
Lean Thinking,The Philosophy of Increasing Efficiency and Improving Customer Value,London,"$5,950",29 Jun - 03 Jul 2026,https://glomacs.com/training-course/lean-thinking
Lean Logistics for Supply Chain Operations,Optimize Efficiency and Sustainability,London,"$5,950",29 Jun - 03 Jul 2026,https://glomacs.com/training-course/lean-logistics-for-supply-chain-operations
Lean Six Sigma Green Belt Certification Training,"Learning How to Understand, Reduce & Manage Variation to Ensure Consistently Good Product, Service & Performance",London,"$5,950",29 Jun - 03 Jul 2026,https://glomacs.com/training-course/lean-six-sigma-foundation-green-belt-programme
Business Process Analysis and Modelling,"Building Fast, Efficient and Effective Processes",London,"$5,950",29 Jun - 03 Jul 2026,https://glomacs.com/training-course/business-process-analysis-modelling
Achieving Operational Excellence Through People,"Delivering Superior Values to Customers, Employees and Stakeholders",Dubai,"$5,950",29 Jun - 03 Jul 2026,https://glomacs.com/training-course/achieving-operational-excellence-through-people
Auditing Corporate Governance,Assessing How Your Business is Directed and Controlled,Dubai,"$5,950",29 Jun - 03 Jul 2026,https://glomacs.com/training-course/auditing-corporate-governance
Data Analysis for Internal Auditing,Boosting Audit Efficiency Through Data Analysis,Abu Dhabi,"$5,950",29 Jun - 03 Jul 2026,https://glomacs.com/training-course/data-analysis-for-internal-auditing
Masterclass on Emerging Technologies in Procurement and Supply Chain,Navigating Digital Disruption,Dubai,"$5,950",29 Jun - 03 Jul 2026,https://glomacs.com/training-course/masterclass-on-emerging-technologies-in-procurement-and-supply
Strategic Quality Management: A Roadmap to Organizational Brilliance,Putting Quality at the Centre of Your Organizations Strategy,London,"$5,950",29 Jun - 03 Jul 2026,https://glomacs.com/training-course/strategic-quality-management-a-roadmap-to-organizational-brilliance
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,London,"$5,950",29 Jun - 03 Jul 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-governance-risk-compliance
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,London,"$5,950",29 Jun - 03 Jul 2026,https://glomacs.com/training-course/governance-risk-compliance
Mastering Excellence: Strategic Quality Management and Business Improvement Techniques,Integrative Strategies to Navigating the Path to Achieving Operational Excellence,London,"$11,900",29 Jun - 10 Jul 2026,https://glomacs.com/training-course/mastering-excellence-strategic-quality-management-and-business-improvement-techniques
Quality Assurance and Control,Improving Quality and Performance Excellence,Dubai,"$5,950",06 - 10 Jul 2026,https://glomacs.com/training-course/quality-assurance-control
Business Improvement & Quality Techniques,Implementing Recognized Best Practices that Give Maximum Impact on Business Objectives,London,"$5,950",06 - 10 Jul 2026,https://glomacs.com/training-course/business-improvement-and-quality-techniques
Opportunity Auditing,Delivering Measurable Benefits,London,"$5,950",13 - 17 Jul 2026,https://glomacs.com/training-course/opportunity-auditing
Achieving Operational Excellence Through People,"Delivering Superior Values to Customers, Employees and Stakeholders",Amsterdam,"$5,950",13 - 17 Jul 2026,https://glomacs.com/training-course/achieving-operational-excellence-through-people
Achieving Business Process Change,Transforming & Adapting Work Processes for Optimal Performance,Dubai,"$5,950",13 - 17 Jul 2026,https://glomacs.com/training-course/achieving-business-process-change
Mini MBA: Business Essentials,"Lead, Engage and Sustain your Organisation",Dubai,"$5,950",13 - 17 Jul 2026,https://glomacs.com/training-course/mini-mba-business-essentials
Mini MBA in Digital Transformation in Procurement and Supply Chain,Navigating Disruption with Innovative Strategies,London,"$5,950",13 - 17 Jul 2026,https://glomacs.com/training-course/mini-mba-in-digital-transformation-in-procurement-and-supply-chain
Data Science for Operational Excellence,Leveraging Data-Driven Insights to Optimize Business Performance,London,"$5,950",13 - 17 Jul 2026,https://glomacs.com/training-course/data-science-for-operational-excellence
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Dubai,"$5,950",20 - 24 Jul 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-governance-risk-compliance
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Dubai,"$5,950",20 - 24 Jul 2026,https://glomacs.com/training-course/governance-risk-compliance
"Cybersecurity, Information Governance, Legal Risk Management and Compliance with ISO Records Management Controls",,Abu Dhabi,"$5,950",20 - 24 Jul 2026,https://glomacs.com/training-course/cybersecurity-information-governance-legal-risk-management-and-compliance-with-iso-records-management-controls
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Online,"$3,950",20 - 24 Jul 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-governance-risk-compliance
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Online,"$3,950",20 - 24 Jul 2026,https://glomacs.com/training-course/governance-risk-compliance
Simplification of Work Processes and Procedures,"Methodologies, Implementation & Monitoring",London,"$5,950",20 - 24 Jul 2026,https://glomacs.com/training-course/simplification-of-work-processes-and-procedures
"Understanding, Developing & Maintaining Oil & Gas Industry Quality Management Systems",Learn the Benefits of World Class Effective Quality Management Systems,Dubai,"$5,950",20 - 24 Jul 2026,https://glomacs.com/training-course/understanding-developing-maintaining-oil-gas-industry-quality-management-systems
Oil & Gas Industry Quality Management System Auditor / Lead Auditor Training,Leading Audits to Assure Quality and the Effectiveness of Organisational Processes,Dubai,"$11,900",20 - 31 Jul 2026,https://glomacs.com/training-course/oil-gas-industry-quality-management-system-auditorlead-auditor-training
Quality Assurance and Control,Improving Quality and Performance Excellence,Online,"$3,950",27 - 31 Jul 2026,https://glomacs.com/training-course/quality-assurance-control
Operational Excellence for Leaders,Guiding Breakthrough Strategies for Enhanced Competitive Advantage,Barcelona,"$5,950",27 - 31 Jul 2026,https://glomacs.com/training-course/operational-excellence-for-leaders
Auditing Oil & Gas Industry Quality Management Systems,Principles and Practices of Effective Quality Management Systems,Dubai,"$5,950",27 - 31 Jul 2026,https://glomacs.com/training-course/auditing-oil-gas-industry-quality-management-systems
QMS Audit and IFRS for Oil & Gas Industry,The Complete Guide to Auditing both Quality Management & Financial Standards in Oil & Gas,Dubai,"$11,900",27 Jul - 07 Aug 2026,https://glomacs.com/training-course/qms-audit-and-ifrs-for-oil-gas-industry
Governance Arms of Risk Management,"Internal Audit, Compliance and Anti-Money Laundering & Combating Terrorism Finance",Lisbon,"$5,950",03 - 07 Aug 2026,https://glomacs.com/training-course/governance-arms-of-risk-management-internal-audit-compliance-and-anti-money
Operational Excellence in Crisis Management and Contingency Planning,Strategies for Resilient Operations: Crisis Management and Contingency Planning,Amsterdam,"$5,950",03 - 07 Aug 2026,https://glomacs.com/training-course/operational-excellence-in-crisis-management-and-contingency-planning
"Fraud Detection, Tracing and Forensic Examination in the Oil and Gas Industry",Helping you Identify and Reduce Fraud in the Workplace,Dubai,"$5,950",03 - 07 Aug 2026,https://glomacs.com/training-course/fraud-detection-tracing-and-forensic-examination-in-the-oil-and-gas-industry
Professional Certificate in Operational Excellence,"Implement Lean Organization Principles, Methodologies to Achieve Key Operational Excellence Goals",Istanbul,"$5,950",03 - 07 Aug 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-operational-excellence
Operational Excellence,"Implement Lean Organization Principles, Methodologies to Achieve Key Operational Excellence Goals",Istanbul,"$5,950",03 - 07 Aug 2026,https://glomacs.com/training-course/operational-excellence-managing-performance
Managing Multiple Tasks Workshop,"Achieving the Right Task, in the Right Way, at the Right Time",Abuja,"$3,950",10 - 12 Aug 2026,https://glomacs.com/training-course/managing-multiple-tasks-workshop
The Fundamentals of ISO 22320:2018,"Guidelines for Incident Management, Societal Security and Emergency Management",Dubai,"$5,950",10 - 14 Aug 2026,https://glomacs.com/training-course/the-fundamentals-of-iso-22320-2018
Opportunity Auditing,Delivering Measurable Benefits,London,"$5,950",10 - 14 Aug 2026,https://glomacs.com/training-course/opportunity-auditing
Governance Arms of Risk Management,"Internal Audit, Compliance and Anti-Money Laundering & Combating Terrorism Finance",London,"$5,950",10 - 14 Aug 2026,https://glomacs.com/training-course/governance-arms-of-risk-management-internal-audit-compliance-and-anti-money
Business Process Analysis and Modelling,"Building Fast, Efficient and Effective Processes",Dubai,"$5,950",10 - 14 Aug 2026,https://glomacs.com/training-course/business-process-analysis-modelling
"Professional Certificate in Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Paris,"$5,950",10 - 14 Aug 2026,https://glomacs.com/training-course/cpd-professional-certificate-in-governance-risk-compliance
"Governance, Risk & Compliance (GRC)",Work Efficiently & Effectively using the Best Practices in GRC,Paris,"$5,950",10 - 14 Aug 2026,https://glomacs.com/training-course/governance-risk-compliance
Business Process Analysis and Modelling,"Building Fast, Efficient and Effective Processes",Online,"$3,950",10 - 14 Aug 2026,https://glomacs.com/training-course/business-process-analysis-modelling
Design Thinking for Strategic Management,Overcoming Organizational Challenges through Innovative Solutions,London,"$5,950",10 - 14 Aug 2026,https://glomacs.com/training-course/design-thinking-for-strategic-management
Masterclass on Emerging Technologies in Procurement and Supply Chain,Navigating Digital Disruption,London,"$5,950",10 - 14 Aug 2026,https://glomacs.com/training-course/masterclass-on-emerging-technologies-in-procurement-and-supply
Lean Thinking,The Philosophy of Increasing Efficiency and Improving Customer Value,Dubai,"$5,950",17 - 21 Aug 2026,https://glomacs.com/training-course/lean-thinking
Professional Certificate in Compliance Regulations,Perform Better by Protecting the Firm from Compliance Risk,London,"$5,950",17 - 21 Aug 2026,https://glomacs.com/training-course/professional-certificate-in-compliance-regulations
Compliance Regulatory Professionals,Perform Better by Protecting the Firm from Compliance Risk,London,"$5,950",17 - 21 Aug 2026,https://glomacs.com/training-course/compliance-regulatory-professionals
Management Systems Auditor Training,"Quality, Environmental and Health & Safety Auditing",Dubai,"$5,950",17 - 21 Aug 2026,https://glomacs.com/training-course/management-systems-auditor-trainingbr-quality-environmental-and-health-and-safety-auditing
Governance Arms of Risk Management,"Internal Audit, Compliance and Anti-Money Laundering & Combating Terrorism Finance",Abu Dhabi,"$5,950",17 - 21 Aug 2026,https://glomacs.com/training-course/governance-arms-of-risk-management-internal-audit-compliance-and-anti-money
Management Systems Auditor Training,"Quality, Environmental and Health & Safety Auditing",Online,"$3,950",17 - 21 Aug 2026,https://glomacs.com/training-course/management-systems-auditor-trainingbr-quality-environmental-and-health-and-safety-auditing
"Understanding, Developing & Maintaining Oil & Gas Industry Quality Management Systems",Learn the Benefits of World Class Effective Quality Management Systems,London,"$5,950",31 Aug - 04 Sep 2026,https://glomacs.com/training-course/understanding-developing-maintaining-oil-gas-industry-quality-management-systems
Business Development: A Toolkit for Organisational Success,"Master Business DevelopmentThrough Knowledge, Skill, and Discipline",Dubai,"$5,950",31 Aug - 04 Sep 2026,https://glomacs.com/training-course/business-developmenta-toolkit-for-organisational-success
Lean Thinking,The Philosophy of Increasing Efficiency and Improving Customer Value,Amsterdam,"$5,950",31 Aug - 04 Sep 2026,https://glomacs.com/training-course/lean-thinking
Business Process Redesign and Re-Engineering,A Systematic Approach to Improve Organizational Performance,London,"$5,950",31 Aug - 04 Sep 2026,https://glomacs.com/training-course/business-process-redesign-and-re-engineering
Professional Business Analysis Level 1,Entry Certificate in Business Analysis™ (ECBA™) Examination Preparatory Course,London,"$5,950",31 Aug - 04 Sep 2026,https://glomacs.com/training-course/professional-business-analysis-level-1
Auditing Corporate Governance,Assessing How Your Business is Directed and Controlled,London,"$5,950",31 Aug - 04 Sep 2026,https://glomacs.com/training-course/auditing-corporate-governance
Operational Excellence for Leaders,Guiding Breakthrough Strategies for Enhanced Competitive Advantage,Dubai,"$5,950",31 Aug - 04 Sep 2026,https://glomacs.com/training-course/operational-excellence-for-leaders
Business Improvement & Quality Techniques,Implementing Recognized Best Practices that Give Maximum Impact on Business Objectives,Dubai,"$5,950",31 Aug - 04 Sep 2026,https://glomacs.com/training-course/business-improvement-and-quality-techniques
