Main_Title,Sub_Title,Venue,Fees,Date
Certificate in Fleet & Transport Management:  Managing the Corporate Transport Function,N/A,Dubai - UAE,"$ 5,950",27 - 31 Oct 2025
Fleet Safety Management Training,Developing an Effective Fleet Safety Program,Abu Dhabi - UAE,"$ 5,950",27 - 31 Oct 2025
Fleet Safety Management Training,Developing an Effective Fleet Safety Program,Dubai - UAE,"$ 5,950",15 - 19 Dec 2025
Fleet Safety Management Training,Developing an Effective Fleet Safety Program,Amsterdam - The Netherlands,"$ 5,950",19 - 23 Oct 2026
Fleet Safety Management Training,Developing an Effective Fleet Safety Program,Abu Dhabi - UAE,"$ 5,950",26 - 30 Oct 2026
Fleet Safety Management Training,Developing an Effective Fleet Safety Program,Dubai - UAE,"$ 5,950",14 - 18 Dec 2026
Fleet Safety Management Training,Developing an Effective Fleet Safety Program,Online,"$ 3,950",12 - 16 Jan 2026
Fleet Safety Management Training,Developing an Effective Fleet Safety Program,Online,"$ 3,950",15 - 19 Jun 2026
The Challenge of Globalisation,Opportunity and Threat in World Markets,Dubai - UAE,"$ 5,950",27 - 31 Oct 2025
The Challenge of Globalisation,Opportunity and Threat in World Markets,London - UK,"$ 5,950",06 - 10 Jul 2026
The Challenge of Globalisation,Opportunity and Threat in World Markets,Dubai - UAE,"$ 5,950",26 - 30 Oct 2026
International Freight Management,Optimising Value for Transportation,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
International Freight Management,Optimising Value for Transportation,Dubai - UAE,"$ 5,950",06 - 10 Jul 2026
International Freight Management,Optimising Value for Transportation,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
International Freight Management,Optimising Value for Transportation,Online,"$ 3,950",02 - 06 Nov 2025
International Freight Management,Optimising Value for Transportation,Online,"$ 3,950",07 - 11 Dec 2025
International Freight Management,Optimising Value for Transportation,Online,"$ 3,950",02 - 06 Nov 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,London - UK,"$ 5,950",03 - 07 Nov 2025
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Dubai - UAE,"$ 5,950",17 - 21 Nov 2025
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Abu Dhabi - UAE,"$ 5,950",24 - 28 Nov 2025
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Amsterdam - The Netherlands,"$ 5,950",29 Dec - 02 Jan 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Dubai - UAE,"$ 5,950",19 - 23 Jan 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,London - UK,"$ 5,950",06 - 10 Apr 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Dubai - UAE,"$ 5,950",20 - 24 Apr 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Houston - USA,"$ 7,950",27 Apr - 01 May 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,London - UK,"$ 5,950",01 - 05 Jun 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Dubai - UAE,"$ 5,950",29 Jun - 03 Jul 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Zurich - Switzerland,"$ 5,950",06 - 10 Jul 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Dubai - UAE,"$ 5,950",14 - 18 Sep 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,London - UK,"$ 5,950",02 - 06 Nov 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Dubai - UAE,"$ 5,950",16 - 20 Nov 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Abu Dhabi - UAE,"$ 5,950",23 - 27 Nov 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Amsterdam - The Netherlands,"$ 5,950",28 Dec - 01 Jan 2027
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Online,"$ 3,950",03 - 07 Nov 2025
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Online,"$ 3,950",06 - 10 Jul 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Online,"$ 3,950",02 - 06 Nov 2026
Best Practices for Optimizing Warehouse Safety,Keeping Warehouse Workers Injury Free,London - UK,"$ 5,950",03 - 07 Nov 2025
Best Practices for Optimizing Warehouse Safety,Keeping Warehouse Workers Injury Free,London - UK,"$ 5,950",04 - 08 May 2026
Best Practices for Optimizing Warehouse Safety,Keeping Warehouse Workers Injury Free,Dubai - UAE,"$ 5,950",22 - 26 Jun 2026
Best Practices for Optimizing Warehouse Safety,Keeping Warehouse Workers Injury Free,Dubai - UAE,"$ 5,950",12 - 16 Oct 2026
Best Practices for Optimizing Warehouse Safety,Keeping Warehouse Workers Injury Free,London - UK,"$ 5,950",02 - 06 Nov 2026
Artificial Intelligence (AI) in Procurement and Supply Chain Management,Adopting the Strategic approach to AI in Procurement and Supply,London - UK,"$ 5,950",03 - 07 Nov 2025
Artificial Intelligence (AI) in Procurement and Supply Chain Management,Adopting the Strategic approach to AI in Procurement and Supply,Milan - Italy,"$ 5,950",15 - 19 Dec 2025
Artificial Intelligence (AI) in Procurement and Supply Chain Management,Adopting the Strategic approach to AI in Procurement and Supply,Riyadh - Saudi Arabia,"$ 5,950",21 - 25 Dec 2025
Artificial Intelligence (AI) in Procurement and Supply Chain Management,Adopting the Strategic approach to AI in Procurement and Supply,Tokyo - Japan,"$ 6,950",02 - 06 Feb 2026
Artificial Intelligence (AI) in Procurement and Supply Chain Management,Adopting the Strategic approach to AI in Procurement and Supply,Amsterdam - The Netherlands,"$ 5,950",06 - 10 Apr 2026
Artificial Intelligence (AI) in Procurement and Supply Chain Management,Adopting the Strategic approach to AI in Procurement and Supply,Amsterdam - The Netherlands,"$ 5,950",18 - 22 May 2026
Artificial Intelligence (AI) in Procurement and Supply Chain Management,Adopting the Strategic approach to AI in Procurement and Supply,London - UK,"$ 5,950",13 - 17 Jul 2026
Artificial Intelligence (AI) in Procurement and Supply Chain Management,Adopting the Strategic approach to AI in Procurement and Supply,Riyadh - Saudi Arabia,"$ 5,950",17 - 21 Aug 2026
Artificial Intelligence (AI) in Procurement and Supply Chain Management,Adopting the Strategic approach to AI in Procurement and Supply,Dubai - UAE,"$ 5,950",21 - 25 Sep 2026
Artificial Intelligence (AI) in Procurement and Supply Chain Management,Adopting the Strategic approach to AI in Procurement and Supply,New York - USA,"$ 7,950",12 - 16 Oct 2026
Artificial Intelligence (AI) in Procurement and Supply Chain Management,Adopting the Strategic approach to AI in Procurement and Supply,London - UK,"$ 5,950",02 - 06 Nov 2026
Artificial Intelligence (AI) in Procurement and Supply Chain Management,Adopting the Strategic approach to AI in Procurement and Supply,Milan - Italy,"$ 5,950",14 - 18 Dec 2026
Artificial Intelligence (AI) in Procurement and Supply Chain Management,Adopting the Strategic approach to AI in Procurement and Supply,Online,"$ 3,950",21 - 25 Dec 2025
Artificial Intelligence (AI) in Procurement and Supply Chain Management,Adopting the Strategic approach to AI in Procurement and Supply,Online,"$ 3,950",18 - 22 May 2026
Artificial Intelligence (AI) in Procurement and Supply Chain Management,Adopting the Strategic approach to AI in Procurement and Supply,Online,"$ 3,950",21 - 25 Sep 2026
"Logistics of Oil, Gas and Petroleum Products",Optimizing Supply Chain Efficiency and Sustainability,Dubai - UAE,"$ 5,950",20 - 24 Jul 2026
"Logistics of Oil, Gas and Petroleum Products",Optimizing Supply Chain Efficiency and Sustainability,Dubai - UAE,"$ 5,950",19 - 23 Oct 2026
"Logistics of Oil, Gas and Petroleum Products",Optimizing Supply Chain Efficiency and Sustainability,Online,"$ 3,950",03 - 07 Nov 2025
"Logistics of Oil, Gas and Petroleum Products",Optimizing Supply Chain Efficiency and Sustainability,Online,"$ 3,950",20 - 24 Jul 2026
"Logistics of Oil, Gas and Petroleum Products",Optimizing Supply Chain Efficiency and Sustainability,Online,"$ 3,950",02 - 06 Nov 2026
Masterclass on Emerging Technologies in Procurement and Supply Chain,Navigating Digital Disruption,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Masterclass on Emerging Technologies in Procurement and Supply Chain,Navigating Digital Disruption,London - UK,"$ 5,950",13 - 17 Apr 2026
Masterclass on Emerging Technologies in Procurement and Supply Chain,Navigating Digital Disruption,Dubai - UAE,"$ 5,950",29 Jun - 03 Jul 2026
Masterclass on Emerging Technologies in Procurement and Supply Chain,Navigating Digital Disruption,London - UK,"$ 5,950",10 - 14 Aug 2026
Masterclass on Emerging Technologies in Procurement and Supply Chain,Navigating Digital Disruption,London - UK,"$ 5,950",05 - 09 Oct 2026
Masterclass on Emerging Technologies in Procurement and Supply Chain,Navigating Digital Disruption,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
International Freight Management,Optimising Value for Transportation,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
International Freight Management,Optimising Value for Transportation,Dubai - UAE,"$ 5,950",06 - 10 Jul 2026
International Freight Management,Optimising Value for Transportation,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
International Freight Management,Optimising Value for Transportation,Online,"$ 3,950",02 - 06 Nov 2025
International Freight Management,Optimising Value for Transportation,Online,"$ 3,950",07 - 11 Dec 2025
International Freight Management,Optimising Value for Transportation,Online,"$ 3,950",02 - 06 Nov 2026
Procurement Management of Equipment and Works for World Bank Aided Projects,Managing Infrastructure Procurement When Seeking World Bank Financial Support,London - UK,"$ 5,950",03 - 07 Nov 2025
Procurement Management of Equipment and Works for World Bank Aided Projects,Managing Infrastructure Procurement When Seeking World Bank Financial Support,Singapore City - Singapore,"$ 5,950",17 - 21 Nov 2025
Procurement Management of Equipment and Works for World Bank Aided Projects,Managing Infrastructure Procurement When Seeking World Bank Financial Support,London - UK,"$ 5,950",20 - 24 Apr 2026
Procurement Management of Equipment and Works for World Bank Aided Projects,Managing Infrastructure Procurement When Seeking World Bank Financial Support,London - UK,"$ 5,950",03 - 07 Aug 2026
Procurement Management of Equipment and Works for World Bank Aided Projects,Managing Infrastructure Procurement When Seeking World Bank Financial Support,Dubai - UAE,"$ 5,950",31 Aug - 04 Sep 2026
Procurement Management of Equipment and Works for World Bank Aided Projects,Managing Infrastructure Procurement When Seeking World Bank Financial Support,London - UK,"$ 5,950",02 - 06 Nov 2026
Procurement Management of Equipment and Works for World Bank Aided Projects,Managing Infrastructure Procurement When Seeking World Bank Financial Support,Singapore City - Singapore,"$ 5,950",16 - 20 Nov 2026
Global Procurement & Supply Chain Management for the Oil & Gas Industry,Improving Profitability by Controlling Costs,London - UK,"$ 5,950",03 - 07 Nov 2025
Global Procurement & Supply Chain Management for the Oil & Gas Industry,Improving Profitability by Controlling Costs,Houston - USA,"$ 6,950",10 - 14 Nov 2025
Global Procurement & Supply Chain Management for the Oil & Gas Industry,Improving Profitability by Controlling Costs,Dubai - UAE,"$ 5,950",30 Mar - 03 Apr 2026
Global Procurement & Supply Chain Management for the Oil & Gas Industry,Improving Profitability by Controlling Costs,London - UK,"$ 5,950",20 - 24 Jul 2026
Global Procurement & Supply Chain Management for the Oil & Gas Industry,Improving Profitability by Controlling Costs,Accra - Ghana,"$ 5,950",21 - 25 Sep 2026
Global Procurement & Supply Chain Management for the Oil & Gas Industry,Improving Profitability by Controlling Costs,Dubai - UAE,"$ 5,950",12 - 16 Oct 2026
Global Procurement & Supply Chain Management for the Oil & Gas Industry,Improving Profitability by Controlling Costs,London - UK,"$ 5,950",02 - 06 Nov 2026
Global Procurement & Supply Chain Management for the Oil & Gas Industry,Improving Profitability by Controlling Costs,Houston - USA,"$ 7,950",09 - 13 Nov 2026
Global Procurement & Supply Chain Management for the Oil & Gas Industry,Improving Profitability by Controlling Costs,Online,"$ 3,950",10 - 14 Nov 2025
Global Procurement & Supply Chain Management for the Oil & Gas Industry,Improving Profitability by Controlling Costs,Online,"$ 3,950",30 Mar - 03 Apr 2026
Global Procurement & Supply Chain Management for the Oil & Gas Industry,Improving Profitability by Controlling Costs,Online,"$ 3,950",09 - 13 Nov 2026
Advanced Logistics and Contract Management in the Oil and Gas Industry,Strategies for Transportation Optimization and Contract Compliance,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Advanced Logistics and Contract Management in the Oil and Gas Industry,Strategies for Transportation Optimization and Contract Compliance,London - UK,"$ 5,950",29 Dec - 02 Jan 2026
Advanced Logistics and Contract Management in the Oil and Gas Industry,Strategies for Transportation Optimization and Contract Compliance,Kuala Lumpur - Malaysia,"$ 5,950",27 - 31 Jul 2026
Advanced Logistics and Contract Management in the Oil and Gas Industry,Strategies for Transportation Optimization and Contract Compliance,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Advanced Logistics and Contract Management in the Oil and Gas Industry,Strategies for Transportation Optimization and Contract Compliance,London - UK,"$ 5,950",28 Dec - 01 Jan 2027
Professional Certificate in Procurement Compliance,"Ensuring Compliance, Minimizing Risks, and Maximizing Value",Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Professional Certificate in Procurement Compliance,"Ensuring Compliance, Minimizing Risks, and Maximizing Value",Rome - Italy,"$ 5,950",01 - 05 Dec 2025
Professional Certificate in Procurement Compliance,"Ensuring Compliance, Minimizing Risks, and Maximizing Value",London - UK,"$ 5,950",29 Dec - 02 Jan 2026
Professional Certificate in Procurement Compliance,"Ensuring Compliance, Minimizing Risks, and Maximizing Value",Dubai - UAE,"$ 5,950",06 - 10 Jul 2026
Professional Certificate in Procurement Compliance,"Ensuring Compliance, Minimizing Risks, and Maximizing Value",London - UK,"$ 5,950",03 - 07 Aug 2026
Professional Certificate in Procurement Compliance,"Ensuring Compliance, Minimizing Risks, and Maximizing Value",Barcelona - Spain,"$ 5,950",05 - 09 Oct 2026
Professional Certificate in Procurement Compliance,"Ensuring Compliance, Minimizing Risks, and Maximizing Value",Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Professional Certificate in Procurement Compliance,"Ensuring Compliance, Minimizing Risks, and Maximizing Value",Rome - Italy,"$ 5,950",30 Nov - 04 Dec 2026
Professional Certificate in Procurement Compliance,"Ensuring Compliance, Minimizing Risks, and Maximizing Value",London - UK,"$ 5,950",28 Dec - 01 Jan 2027
Professional Certificate in Procurement Compliance,"Ensuring Compliance, Minimizing Risks, and Maximizing Value",Online,"$ 3,950",01 - 05 Dec 2025
Professional Certificate in Procurement Compliance,"Ensuring Compliance, Minimizing Risks, and Maximizing Value",Online,"$ 3,950",23 - 27 Mar 2026
Professional Certificate in Procurement Compliance,"Ensuring Compliance, Minimizing Risks, and Maximizing Value",Online,"$ 3,950",30 Nov - 04 Dec 2026
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Dubai - UAE,"$ 5,950",02 - 06 Feb 2026
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Dubai - UAE,"$ 5,950",15 - 19 Jun 2026
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Vienna - Austria,"$ 5,950",17 - 21 Aug 2026
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Online,"$ 3,950",03 - 07 Nov 2025
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Online,"$ 3,950",15 - 19 Jun 2026
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Online,"$ 3,950",02 - 06 Nov 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,London - UK,"$ 5,950",03 - 07 Nov 2025
Advanced Negotiation Skills,Mastering Negotiation Skills,Dubai - UAE,"$ 5,950",17 - 21 Nov 2025
Advanced Negotiation Skills,Mastering Negotiation Skills,Abu Dhabi - UAE,"$ 5,950",24 - 28 Nov 2025
Advanced Negotiation Skills,Mastering Negotiation Skills,Amsterdam - The Netherlands,"$ 5,950",29 Dec - 02 Jan 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,Dubai - UAE,"$ 5,950",19 - 23 Jan 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,London - UK,"$ 5,950",06 - 10 Apr 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,Dubai - UAE,"$ 5,950",20 - 24 Apr 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,Houston - USA,"$ 7,950",27 Apr - 01 May 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,London - UK,"$ 5,950",01 - 05 Jun 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,Dubai - UAE,"$ 5,950",29 Jun - 03 Jul 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,Zurich - Switzerland,"$ 5,950",06 - 10 Jul 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,Dubai - UAE,"$ 5,950",14 - 18 Sep 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,London - UK,"$ 5,950",02 - 06 Nov 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,Dubai - UAE,"$ 5,950",16 - 20 Nov 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,Abu Dhabi - UAE,"$ 5,950",23 - 27 Nov 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,Amsterdam - The Netherlands,"$ 5,950",28 Dec - 01 Jan 2027
Advanced Negotiation Skills,Mastering Negotiation Skills,Online,"$ 3,950",03 - 07 Nov 2025
Advanced Negotiation Skills,Mastering Negotiation Skills,Online,"$ 3,950",06 - 10 Jul 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,Online,"$ 3,950",02 - 06 Nov 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,London - UK,"$ 5,950",03 - 07 Nov 2025
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Dubai - UAE,"$ 5,950",17 - 21 Nov 2025
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Abu Dhabi - UAE,"$ 5,950",24 - 28 Nov 2025
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Amsterdam - The Netherlands,"$ 5,950",29 Dec - 02 Jan 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Dubai - UAE,"$ 5,950",19 - 23 Jan 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,London - UK,"$ 5,950",06 - 10 Apr 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Dubai - UAE,"$ 5,950",20 - 24 Apr 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Houston - USA,"$ 7,950",27 Apr - 01 May 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,London - UK,"$ 5,950",01 - 05 Jun 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Dubai - UAE,"$ 5,950",29 Jun - 03 Jul 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Zurich - Switzerland,"$ 5,950",06 - 10 Jul 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Dubai - UAE,"$ 5,950",14 - 18 Sep 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,London - UK,"$ 5,950",02 - 06 Nov 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Dubai - UAE,"$ 5,950",16 - 20 Nov 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Abu Dhabi - UAE,"$ 5,950",23 - 27 Nov 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Amsterdam - The Netherlands,"$ 5,950",28 Dec - 01 Jan 2027
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Online,"$ 3,950",03 - 07 Nov 2025
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Online,"$ 3,950",06 - 10 Jul 2026
Professional Certificate in Advanced Negotiation Skills,Mastering Negotiation Skills,Online,"$ 3,950",02 - 06 Nov 2026
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Dubai - UAE,"$ 5,950",02 - 06 Feb 2026
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Dubai - UAE,"$ 5,950",15 - 19 Jun 2026
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Vienna - Austria,"$ 5,950",17 - 21 Aug 2026
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Online,"$ 3,950",03 - 07 Nov 2025
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Online,"$ 3,950",15 - 19 Jun 2026
Managing the Procurement Process,"Planning, Suppliers Selection, Negotiation and Contract Award",Online,"$ 3,950",02 - 06 Nov 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,London - UK,"$ 5,950",03 - 07 Nov 2025
Advanced Negotiation Skills,Mastering Negotiation Skills,Dubai - UAE,"$ 5,950",17 - 21 Nov 2025
Advanced Negotiation Skills,Mastering Negotiation Skills,Abu Dhabi - UAE,"$ 5,950",24 - 28 Nov 2025
Advanced Negotiation Skills,Mastering Negotiation Skills,Amsterdam - The Netherlands,"$ 5,950",29 Dec - 02 Jan 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,Dubai - UAE,"$ 5,950",19 - 23 Jan 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,London - UK,"$ 5,950",06 - 10 Apr 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,Dubai - UAE,"$ 5,950",20 - 24 Apr 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,Houston - USA,"$ 7,950",27 Apr - 01 May 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,London - UK,"$ 5,950",01 - 05 Jun 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,Dubai - UAE,"$ 5,950",29 Jun - 03 Jul 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,Zurich - Switzerland,"$ 5,950",06 - 10 Jul 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,Dubai - UAE,"$ 5,950",14 - 18 Sep 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,London - UK,"$ 5,950",02 - 06 Nov 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,Dubai - UAE,"$ 5,950",16 - 20 Nov 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,Abu Dhabi - UAE,"$ 5,950",23 - 27 Nov 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,Amsterdam - The Netherlands,"$ 5,950",28 Dec - 01 Jan 2027
Advanced Negotiation Skills,Mastering Negotiation Skills,Online,"$ 3,950",03 - 07 Nov 2025
Advanced Negotiation Skills,Mastering Negotiation Skills,Online,"$ 3,950",06 - 10 Jul 2026
Advanced Negotiation Skills,Mastering Negotiation Skills,Online,"$ 3,950",02 - 06 Nov 2026
Mastering Procurement & Contract Management,N/A,London - UK,"$ 11,900",03 - 14 Nov 2025
Mastering Procurement & Contract Management,N/A,London - UK,"$ 11,900",02 - 13 Nov 2026
"Managing Vendor Qualification, Performance & Contract Compliance",Vendors Management from Selection to Contracting,Dubai - UAE,"$ 5,950",10 - 14 Nov 2025
"Managing Vendor Qualification, Performance & Contract Compliance",Vendors Management from Selection to Contracting,Dubai - UAE,"$ 5,950",02 - 06 Feb 2026
"Managing Vendor Qualification, Performance & Contract Compliance",Vendors Management from Selection to Contracting,Dubai - UAE,"$ 5,950",20 - 24 Apr 2026
"Managing Vendor Qualification, Performance & Contract Compliance",Vendors Management from Selection to Contracting,London - UK,"$ 5,950",29 Jun - 03 Jul 2026
"Managing Vendor Qualification, Performance & Contract Compliance",Vendors Management from Selection to Contracting,Abu Dhabi - UAE,"$ 5,950",10 - 14 Aug 2026
"Managing Vendor Qualification, Performance & Contract Compliance",Vendors Management from Selection to Contracting,London - UK,"$ 5,950",17 - 21 Aug 2026
"Managing Vendor Qualification, Performance & Contract Compliance",Vendors Management from Selection to Contracting,Lisbon - Portugal,"$ 5,950",07 - 11 Sep 2026
"Managing Vendor Qualification, Performance & Contract Compliance",Vendors Management from Selection to Contracting,Dubai - UAE,"$ 5,950",09 - 13 Nov 2026
"Managing Vendor Qualification, Performance & Contract Compliance",Vendors Management from Selection to Contracting,Online,"$ 3,950",09 - 13 Nov 2025
"Managing Vendor Qualification, Performance & Contract Compliance",Vendors Management from Selection to Contracting,Online,"$ 3,950",22 - 26 Dec 2025
"Managing Vendor Qualification, Performance & Contract Compliance",Vendors Management from Selection to Contracting,Online,"$ 3,950",20 - 24 Apr 2026
"Managing Vendor Qualification, Performance & Contract Compliance",Vendors Management from Selection to Contracting,Online,"$ 3,950",09 - 13 Nov 2026
Certified Supply Chain Analyst,Leveraging Analytics for the Supply Chain Optimization,Dubai - UAE,"$ 5,950",10 - 14 Nov 2025
Certified Supply Chain Analyst,Leveraging Analytics for the Supply Chain Optimization,Dubai - UAE,"$ 5,950",22 - 26 Jun 2026
Certified Supply Chain Analyst,Leveraging Analytics for the Supply Chain Optimization,Dubai - UAE,"$ 5,950",28 Sep - 02 Oct 2026
Certified Supply Chain Analyst,Leveraging Analytics for the Supply Chain Optimization,Dubai - UAE,"$ 5,950",09 - 13 Nov 2026
Certified Supply Chain Analyst,Leveraging Analytics for the Supply Chain Optimization,Online,"$ 3,950",19 - 23 Oct 2026
Healthcare Procurement and Supply Chain Management,"Managing Waste, Quality and Cost Performance",London - UK,"$ 5,950",10 - 14 Nov 2025
Healthcare Procurement and Supply Chain Management,"Managing Waste, Quality and Cost Performance",Dubai - UAE,"$ 5,950",15 - 19 Dec 2025
Healthcare Procurement and Supply Chain Management,"Managing Waste, Quality and Cost Performance",London - UK,"$ 5,950",22 - 26 Jun 2026
Healthcare Procurement and Supply Chain Management,"Managing Waste, Quality and Cost Performance",London - UK,"$ 5,950",09 - 13 Nov 2026
Healthcare Procurement and Supply Chain Management,"Managing Waste, Quality and Cost Performance",Dubai - UAE,"$ 5,950",14 - 18 Dec 2026
Healthcare Procurement and Supply Chain Management,"Managing Waste, Quality and Cost Performance",Online,"$ 3,950",10 - 14 Nov 2025
Healthcare Procurement and Supply Chain Management,"Managing Waste, Quality and Cost Performance",Online,"$ 3,950",09 - 13 Nov 2026
Supplier Relationship Management Practitioner,Building Effective Relationships using Tools and techniques,Dubai - UAE,"$ 5,950",22 - 26 Dec 2025
Supplier Relationship Management Practitioner,Building Effective Relationships using Tools and techniques,Dubai - UAE,"$ 5,950",18 - 22 May 2026
Supplier Relationship Management Practitioner,Building Effective Relationships using Tools and techniques,Dubai - UAE,"$ 5,950",14 - 18 Sep 2026
Supplier Relationship Management Practitioner,Building Effective Relationships using Tools and techniques,Dubai - UAE,"$ 5,950",21 - 25 Dec 2026
Supplier Relationship Management Practitioner,Building Effective Relationships using Tools and techniques,Online,"$ 3,950",10 - 14 Nov 2025
Supplier Relationship Management Practitioner,Building Effective Relationships using Tools and techniques,Online,"$ 3,950",07 - 11 Sep 2026
Supplier Relationship Management Practitioner,Building Effective Relationships using Tools and techniques,Online,"$ 3,950",09 - 13 Nov 2026
Healthcare Procurement and Supply Chain Management,"Managing Waste, Quality and Cost Performance",London - UK,"$ 5,950",10 - 14 Nov 2025
