Main_Title,Sub_Title,Venue,Fees,Date
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Dubai - UAE,"$ 5,950",23 - 27 Mar 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,London - UK,"$ 5,950",27 Apr - 01 May 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Dubai - UAE,"$ 5,950",17 - 21 Aug 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Lisbon - Portugal,"$ 5,950",28 Sep - 02 Oct 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Dubai - UAE,"$ 5,950",19 - 23 Oct 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,London - UK,"$ 5,950",16 - 20 Nov 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Casablanca - Morocco,"$ 5,950",28 Dec - 01 Jan 2027
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Online,"$ 3,950",17 - 21 Nov 2025
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Online,"$ 3,950",27 Apr - 01 May 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Online,"$ 3,950",16 - 20 Nov 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,London - UK,"$ 5,950",10 - 14 Nov 2025
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,London - UK,"$ 5,950",08 - 12 Dec 2025
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Dubai - UAE,"$ 5,950",22 - 26 Dec 2025
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Paris - France,"$ 5,950",29 Dec - 02 Jan 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,London - UK,"$ 5,950",19 - 23 Jan 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Dubai - UAE,"$ 5,950",26 - 30 Jan 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Dubai - UAE,"$ 5,950",30 Mar - 03 Apr 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Paris - France,"$ 5,950",13 - 17 Apr 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,London - UK,"$ 5,950",25 - 29 May 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Dubai - UAE,"$ 5,950",01 - 05 Jun 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Barcelona - Spain,"$ 5,950",29 Jun - 03 Jul 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Dubai - UAE,"$ 5,950",27 - 31 Jul 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,London - UK,"$ 5,950",17 - 21 Aug 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,New York - USA,"$ 7,950",14 - 18 Sep 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,London - UK,"$ 5,950",28 Sep - 02 Oct 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Amsterdam - The Netherlands,"$ 5,950",19 - 23 Oct 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,London - UK,"$ 5,950",09 - 13 Nov 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,London - UK,"$ 5,950",07 - 11 Dec 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Dubai - UAE,"$ 5,950",21 - 25 Dec 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Paris - France,"$ 5,950",28 Dec - 01 Jan 2027
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Online,"$ 3,950",03 - 07 Nov 2025
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Online,"$ 3,950",09 - 13 Feb 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Online,"$ 3,950",02 - 06 Nov 2026
Maximizing Mental Agility,"Productivity, Creativity & Critical Thinking",Dubai - UAE,"$ 5,950",24 - 28 Nov 2025
Maximizing Mental Agility,"Productivity, Creativity & Critical Thinking",Dubai - UAE,"$ 5,950",19 - 23 Jan 2026
Maximizing Mental Agility,"Productivity, Creativity & Critical Thinking",London - UK,"$ 5,950",09 - 13 Feb 2026
Maximizing Mental Agility,"Productivity, Creativity & Critical Thinking",Dubai - UAE,"$ 5,950",27 Apr - 01 May 2026
Maximizing Mental Agility,"Productivity, Creativity & Critical Thinking",London - UK,"$ 5,950",08 - 12 Jun 2026
Maximizing Mental Agility,"Productivity, Creativity & Critical Thinking",Dubai - UAE,"$ 5,950",03 - 07 Aug 2026
Maximizing Mental Agility,"Productivity, Creativity & Critical Thinking",London - UK,"$ 5,950",24 - 28 Aug 2026
Maximizing Mental Agility,"Productivity, Creativity & Critical Thinking",Dubai - UAE,"$ 5,950",28 Sep - 02 Oct 2026
Maximizing Mental Agility,"Productivity, Creativity & Critical Thinking",Dubai - UAE,"$ 5,950",23 - 27 Nov 2026
Maximizing Mental Agility,"Productivity, Creativity & Critical Thinking",London - UK,"$ 5,950",21 - 25 Dec 2026
Professional Certificate in Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",New York - USA,"$ 6,950",17 - 21 Nov 2025
Professional Certificate in Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",London - UK,"$ 5,950",15 - 19 Dec 2025
Professional Certificate in Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Amsterdam - The Netherlands,"$ 5,950",29 Dec - 02 Jan 2026
Professional Certificate in Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Paris - France,"$ 5,950",12 - 16 Jan 2026
Professional Certificate in Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Dubai - UAE,"$ 5,950",09 - 13 Feb 2026
Professional Certificate in Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Geneva - Switzerland,"$ 5,950",20 - 24 Apr 2026
Professional Certificate in Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",London - UK,"$ 5,950",27 Apr - 01 May 2026
Professional Certificate in Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Dubai - UAE,"$ 5,950",22 - 26 Jun 2026
Professional Certificate in Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",London - UK,"$ 5,950",13 - 17 Jul 2026
Professional Certificate in Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Amsterdam - The Netherlands,"$ 5,950",17 - 21 Aug 2026
Professional Certificate in Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Dubai - UAE,"$ 5,950",21 - 25 Sep 2026
Professional Certificate in Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Paris - France,"$ 5,950",19 - 23 Oct 2026
Professional Certificate in Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",New York - USA,"$ 7,950",16 - 20 Nov 2026
Professional Certificate in Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",London - UK,"$ 5,950",14 - 18 Dec 2026
Professional Certificate in Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Amsterdam - The Netherlands,"$ 5,950",28 Dec - 01 Jan 2027
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",New York - USA,"$ 6,950",17 - 21 Nov 2025
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",London - UK,"$ 5,950",15 - 19 Dec 2025
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Amsterdam - The Netherlands,"$ 5,950",29 Dec - 02 Jan 2026
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Paris - France,"$ 5,950",12 - 16 Jan 2026
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Dubai - UAE,"$ 5,950",09 - 13 Feb 2026
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Geneva - Switzerland,"$ 5,950",20 - 24 Apr 2026
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",London - UK,"$ 5,950",27 Apr - 01 May 2026
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Dubai - UAE,"$ 5,950",22 - 26 Jun 2026
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",London - UK,"$ 5,950",13 - 17 Jul 2026
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Amsterdam - The Netherlands,"$ 5,950",17 - 21 Aug 2026
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Dubai - UAE,"$ 5,950",21 - 25 Sep 2026
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Paris - France,"$ 5,950",19 - 23 Oct 2026
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",New York - USA,"$ 7,950",16 - 20 Nov 2026
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",London - UK,"$ 5,950",14 - 18 Dec 2026
Leadership - Masterclass,"Obtaining Success with Your Organization’s People, Processes and Procedures",Amsterdam - The Netherlands,"$ 5,950",28 Dec - 01 Jan 2027
Value Creation,"Decision Making, Ratio Analysis and Value Creating Strategies",Barcelona - Spain,"$ 5,950",29 Dec - 02 Jan 2026
Value Creation,"Decision Making, Ratio Analysis and Value Creating Strategies",Dubai - UAE,"$ 5,950",02 - 06 Mar 2026
Value Creation,"Decision Making, Ratio Analysis and Value Creating Strategies",Abu Dhabi - UAE,"$ 5,950",29 Jun - 03 Jul 2026
Value Creation,"Decision Making, Ratio Analysis and Value Creating Strategies",Barcelona - Spain,"$ 5,950",03 - 07 Aug 2026
Value Creation,"Decision Making, Ratio Analysis and Value Creating Strategies",Dubai - UAE,"$ 5,950",07 - 11 Sep 2026
Value Creation,"Decision Making, Ratio Analysis and Value Creating Strategies",London - UK,"$ 5,950",19 - 23 Oct 2026
Value Creation,"Decision Making, Ratio Analysis and Value Creating Strategies",Barcelona - Spain,"$ 5,950",28 Dec - 01 Jan 2027
Value Creation,"Decision Making, Ratio Analysis and Value Creating Strategies",Online,"$ 3,950",02 - 06 Mar 2026
Value Creation,"Decision Making, Ratio Analysis and Value Creating Strategies",Online,"$ 3,950",19 - 23 Oct 2026
Leading With Analysis,The Scientific Based Leadership,New York - USA,"$ 6,950",27 - 31 Oct 2025
Leading With Analysis,The Scientific Based Leadership,Dubai - UAE,"$ 5,950",10 - 14 Nov 2025
Leading With Analysis,The Scientific Based Leadership,London - UK,"$ 5,950",22 - 26 Dec 2025
Leading With Analysis,The Scientific Based Leadership,Amsterdam - The Netherlands,"$ 5,950",12 - 16 Jan 2026
Leading With Analysis,The Scientific Based Leadership,Oslo - Norway,"$ 5,950",02 - 06 Mar 2026
Leading With Analysis,The Scientific Based Leadership,Dubai - UAE,"$ 5,950",04 - 08 May 2026
Leading With Analysis,The Scientific Based Leadership,London - UK,"$ 5,950",29 Jun - 03 Jul 2026
Leading With Analysis,The Scientific Based Leadership,Amsterdam - The Netherlands,"$ 5,950",24 - 28 Aug 2026
Leading With Analysis,The Scientific Based Leadership,New York - USA,"$ 7,950",26 - 30 Oct 2026
Leading With Analysis,The Scientific Based Leadership,Dubai - UAE,"$ 5,950",09 - 13 Nov 2026
Leading With Analysis,The Scientific Based Leadership,London - UK,"$ 5,950",21 - 25 Dec 2026
Value Creation,"Decision Making, Ratio Analysis and Value Creating Strategies",Barcelona - Spain,"$ 5,950",29 Dec - 02 Jan 2026
Value Creation,"Decision Making, Ratio Analysis and Value Creating Strategies",Dubai - UAE,"$ 5,950",02 - 06 Mar 2026
Value Creation,"Decision Making, Ratio Analysis and Value Creating Strategies",Abu Dhabi - UAE,"$ 5,950",29 Jun - 03 Jul 2026
Value Creation,"Decision Making, Ratio Analysis and Value Creating Strategies",Barcelona - Spain,"$ 5,950",03 - 07 Aug 2026
Value Creation,"Decision Making, Ratio Analysis and Value Creating Strategies",Dubai - UAE,"$ 5,950",07 - 11 Sep 2026
Value Creation,"Decision Making, Ratio Analysis and Value Creating Strategies",London - UK,"$ 5,950",19 - 23 Oct 2026
Value Creation,"Decision Making, Ratio Analysis and Value Creating Strategies",Barcelona - Spain,"$ 5,950",28 Dec - 01 Jan 2027
Value Creation,"Decision Making, Ratio Analysis and Value Creating Strategies",Online,"$ 3,950",02 - 06 Mar 2026
Value Creation,"Decision Making, Ratio Analysis and Value Creating Strategies",Online,"$ 3,950",19 - 23 Oct 2026
The Role of Directors and the Boards,Generating Insight & Understanding for Successful Board Directorship,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
The Role of Directors and the Boards,Generating Insight & Understanding for Successful Board Directorship,Edinburgh - UK,"$ 5,950",04 - 08 May 2026
The Role of Directors and the Boards,Generating Insight & Understanding for Successful Board Directorship,London - UK,"$ 5,950",20 - 24 Jul 2026
The Role of Directors and the Boards,Generating Insight & Understanding for Successful Board Directorship,Abu Dhabi - UAE,"$ 5,950",10 - 14 Aug 2026
The Role of Directors and the Boards,Generating Insight & Understanding for Successful Board Directorship,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
The Role of Directors and the Boards,Generating Insight & Understanding for Successful Board Directorship,Online,"$ 3,950",23 - 27 Mar 2026
Executive Challenge,N/A,London - UK,"$ 5,950",17 - 21 Nov 2025
Executive Challenge,N/A,Barcelona - Spain,"$ 5,950",15 - 19 Dec 2025
Executive Challenge,N/A,Oslo - Norway,"$ 5,950",26 - 30 Jan 2026
Executive Challenge,N/A,Paris - France,"$ 5,950",23 - 27 Mar 2026
Executive Challenge,N/A,Oslo - Norway,"$ 5,950",08 - 12 Jun 2026
Executive Challenge,N/A,London - UK,"$ 5,950",06 - 10 Jul 2026
Executive Challenge,N/A,Barcelona - Spain,"$ 5,950",31 Aug - 04 Sep 2026
Executive Challenge,N/A,Amsterdam - The Netherlands,"$ 5,950",05 - 09 Oct 2026
Executive Challenge,N/A,London - UK,"$ 5,950",16 - 20 Nov 2026
Executive Challenge,N/A,Barcelona - Spain,"$ 5,950",14 - 18 Dec 2026
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,London - UK,"$ 5,950",17 - 21 Nov 2025
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Casablanca - Morocco,"$ 5,950",29 Dec - 02 Jan 2026
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,London - UK,"$ 5,950",05 - 09 Jan 2026
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Dubai - UAE,"$ 5,950",19 - 23 Jan 2026
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Kigali - Rwanda,"$ 5,950",09 - 13 Feb 2026
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Dubai - UAE,"$ 5,950",23 - 27 Mar 2026
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,London - UK,"$ 5,950",27 Apr - 01 May 2026
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Dubai - UAE,"$ 5,950",17 - 21 Aug 2026
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Lisbon - Portugal,"$ 5,950",28 Sep - 02 Oct 2026
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Dubai - UAE,"$ 5,950",19 - 23 Oct 2026
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,London - UK,"$ 5,950",16 - 20 Nov 2026
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Casablanca - Morocco,"$ 5,950",28 Dec - 01 Jan 2027
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Online,"$ 3,950",17 - 21 Nov 2025
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Online,"$ 3,950",27 Apr - 01 May 2026
"Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Online,"$ 3,950",16 - 20 Nov 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,London - UK,"$ 5,950",17 - 21 Nov 2025
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Casablanca - Morocco,"$ 5,950",29 Dec - 02 Jan 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,London - UK,"$ 5,950",05 - 09 Jan 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Dubai - UAE,"$ 5,950",19 - 23 Jan 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Kigali - Rwanda,"$ 5,950",09 - 13 Feb 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Dubai - UAE,"$ 5,950",23 - 27 Mar 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,London - UK,"$ 5,950",27 Apr - 01 May 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Dubai - UAE,"$ 5,950",17 - 21 Aug 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Lisbon - Portugal,"$ 5,950",28 Sep - 02 Oct 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Dubai - UAE,"$ 5,950",19 - 23 Oct 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,London - UK,"$ 5,950",16 - 20 Nov 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Casablanca - Morocco,"$ 5,950",28 Dec - 01 Jan 2027
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Online,"$ 3,950",17 - 21 Nov 2025
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Online,"$ 3,950",27 Apr - 01 May 2026
"Professional Certificate in Leading through VUCA (Volatility, Uncertainty, Complexity & Ambiguity)",The New Leadership Model for Leading in a Rapidly Changing World,Online,"$ 3,950",16 - 20 Nov 2026
The Strategy and High Impact Leadership Programme,Strategic Approaches for The Leader of Tomorrow,London - UK,"$ 11,900",10 - 21 Nov 2025
The Strategy and High Impact Leadership Programme,Strategic Approaches for The Leader of Tomorrow,Amsterdam - The Netherlands,"$ 11,900",15 - 26 Dec 2025
The Strategy and High Impact Leadership Programme,Strategic Approaches for The Leader of Tomorrow,New York - USA,"$ 15,900",12 - 23 Jan 2026
The Strategy and High Impact Leadership Programme,Strategic Approaches for The Leader of Tomorrow,Paris - France,"$ 11,900",23 Mar - 03 Apr 2026
The Strategy and High Impact Leadership Programme,Strategic Approaches for The Leader of Tomorrow,Miami - USA,"$ 15,900",25 May - 05 Jun 2026
The Strategy and High Impact Leadership Programme,Strategic Approaches for The Leader of Tomorrow,Vienna - Austria,"$ 11,900",03 - 14 Aug 2026
The Strategy and High Impact Leadership Programme,Strategic Approaches for The Leader of Tomorrow,Barcelona - Spain,"$ 11,900",24 Aug - 04 Sep 2026
The Strategy and High Impact Leadership Programme,Strategic Approaches for The Leader of Tomorrow,Los Angeles - USA,"$ 15,900",19 - 30 Oct 2026
The Strategy and High Impact Leadership Programme,Strategic Approaches for The Leader of Tomorrow,London - UK,"$ 11,900",09 - 20 Nov 2026
The Strategy and High Impact Leadership Programme,Strategic Approaches for The Leader of Tomorrow,Amsterdam - The Netherlands,"$ 11,900",14 - 25 Dec 2026
The Executive Management & Leadership Development Programme,"Expanding Your Communication, Emotional Intelligence and Strategic Planning Techniques",London - UK,"$ 14,000",17 - 28 Nov 2025
The Executive Management & Leadership Development Programme,"Expanding Your Communication, Emotional Intelligence and Strategic Planning Techniques",Dubai - UAE,"$ 14,000",15 - 26 Dec 2025
The Executive Management & Leadership Development Programme,"Expanding Your Communication, Emotional Intelligence and Strategic Planning Techniques",Amsterdam - The Netherlands,"$ 14,000",29 Dec - 09 Jan 2026
The Executive Management & Leadership Development Programme,"Expanding Your Communication, Emotional Intelligence and Strategic Planning Techniques",London - UK,"$ 14,000",26 Jan - 06 Feb 2026
The Executive Management & Leadership Development Programme,"Expanding Your Communication, Emotional Intelligence and Strategic Planning Techniques",Dubai - UAE,"$ 14,000",23 Mar - 03 Apr 2026
The Executive Management & Leadership Development Programme,"Expanding Your Communication, Emotional Intelligence and Strategic Planning Techniques",Dubai - UAE,"$ 14,000",15 - 26 Jun 2026
The Executive Management & Leadership Development Programme,"Expanding Your Communication, Emotional Intelligence and Strategic Planning Techniques",London - UK,"$ 14,000",24 Aug - 04 Sep 2026
The Executive Management & Leadership Development Programme,"Expanding Your Communication, Emotional Intelligence and Strategic Planning Techniques",Dubai - UAE,"$ 14,000",12 - 23 Oct 2026
The Executive Management & Leadership Development Programme,"Expanding Your Communication, Emotional Intelligence and Strategic Planning Techniques",London - UK,"$ 14,000",16 - 27 Nov 2026
The Executive Management & Leadership Development Programme,"Expanding Your Communication, Emotional Intelligence and Strategic Planning Techniques",Dubai - UAE,"$ 14,000",14 - 25 Dec 2026
The Executive Management & Leadership Development Programme,"Expanding Your Communication, Emotional Intelligence and Strategic Planning Techniques",Amsterdam - The Netherlands,"$ 14,000",28 Dec - 08 Jan 2027
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,London - UK,"$ 5,950",10 - 14 Nov 2025
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,London - UK,"$ 5,950",08 - 12 Dec 2025
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Dubai - UAE,"$ 5,950",22 - 26 Dec 2025
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Paris - France,"$ 5,950",29 Dec - 02 Jan 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,London - UK,"$ 5,950",19 - 23 Jan 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Dubai - UAE,"$ 5,950",26 - 30 Jan 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Dubai - UAE,"$ 5,950",30 Mar - 03 Apr 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Paris - France,"$ 5,950",13 - 17 Apr 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,London - UK,"$ 5,950",25 - 29 May 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Dubai - UAE,"$ 5,950",01 - 05 Jun 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Barcelona - Spain,"$ 5,950",29 Jun - 03 Jul 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Dubai - UAE,"$ 5,950",27 - 31 Jul 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,London - UK,"$ 5,950",17 - 21 Aug 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,New York - USA,"$ 7,950",14 - 18 Sep 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,London - UK,"$ 5,950",28 Sep - 02 Oct 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Amsterdam - The Netherlands,"$ 5,950",19 - 23 Oct 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,London - UK,"$ 5,950",09 - 13 Nov 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,London - UK,"$ 5,950",07 - 11 Dec 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Dubai - UAE,"$ 5,950",21 - 25 Dec 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Paris - France,"$ 5,950",28 Dec - 01 Jan 2027
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Online,"$ 3,950",03 - 07 Nov 2025
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Online,"$ 3,950",09 - 13 Feb 2026
Leadership Agility,Building Leadership Skills for Strategic & Operational Success,Online,"$ 3,950",02 - 06 Nov 2026
The Power of Leaders,Maximising Your Influence and Leverage to Lead,London - UK,"$ 5,950",03 - 07 Nov 2025
The Power of Leaders,Maximising Your Influence and Leverage to Lead,Dubai - UAE,"$ 5,950",10 - 14 Nov 2025
The Power of Leaders,Maximising Your Influence and Leverage to Lead,Dubai - UAE,"$ 5,950",17 - 21 Nov 2025
The Power of Leaders,Maximising Your Influence and Leverage to Lead,Milan - Italy,"$ 5,950",22 - 26 Dec 2025
The Power of Leaders,Maximising Your Influence and Leverage to Lead,Dubai - UAE,"$ 5,950",12 - 16 Jan 2026
The Power of Leaders,Maximising Your Influence and Leverage to Lead,London - UK,"$ 5,950",30 Mar - 03 Apr 2026
The Power of Leaders,Maximising Your Influence and Leverage to Lead,Amsterdam - The Netherlands,"$ 5,950",01 - 05 Jun 2026
The Power of Leaders,Maximising Your Influence and Leverage to Lead,Dubai - UAE,"$ 5,950",22 - 26 Jun 2026
The Power of Leaders,Maximising Your Influence and Leverage to Lead,London - UK,"$ 5,950",24 - 28 Aug 2026
The Power of Leaders,Maximising Your Influence and Leverage to Lead,London - UK,"$ 5,950",02 - 06 Nov 2026
